time,seconds_elapsed,z,y,x
1773150242127696100,0.357696044921875,-23.980243682861328,3.1741943359375,-25.356956481933594
1773150242137733000,0.367733154296875,-23.8120059967041,3.3440933227539062,-25.523155212402344
1773150242147770000,0.37777001953125,-23.741910934448242,3.2626113891601562,-25.51141357421875
1773150242157807000,0.38780712890625,-23.329116821289062,3.3870773315429688,-25.526878356933594
1773150242167844000,0.397843994140625,-23.338769912719727,3.063262939453125,-25.67809295654297
1773150242177881300,0.40788134765625,-23.08265495300293,3.0397186279296875,-25.82787322998047
1773150242187918000,0.41791796875,-23.215015411376953,3.037811279296875,-25.965606689453125
1773150242197955000,0.427955078125,-23.365198135375977,2.7764358520507812,-25.93431854248047
1773150242207992000,0.437991943359375,-23.099258422851562,2.5596389770507812,-25.912200927734375
1773150242218029000,0.448029052734375,-23.252227783203125,2.5522537231445312,-25.947265625
1773150242228066300,0.45806640625,-23.249229431152344,2.53265380859375,-25.948768615722656
1773150242238102300,0.468102294921875,-23.292781829833984,2.4680404663085938,-25.8919677734375
1773150242248139300,0.47813916015625,-22.90121841430664,2.3829193115234375,-26.034912109375
1773150242258176000,0.488176025390625,-22.869060516357422,2.438812255859375,-26.235633850097656
1773150242268213000,0.498212890625,-22.52969741821289,2.3602371215820312,-26.460243225097656
1773150242278250200,0.508250244140625,-21.97638702392578,2.2649688720703125,-26.68144989013672
1773150242288287200,0.518287353515625,-21.800495147705078,2.0605087280273438,-26.93785858154297
1773150242298324200,0.52832421875,-20.912118911743164,2.2073440551757812,-27.054519653320312
1773150242308361000,0.53836083984375,-20.857654571533203,2.0927352905273438,-27.424057006835938
1773150242318398200,0.548398193359375,-20.539377212524414,2.2201309204101562,-27.62773895263672
1773150242328435200,0.558435302734375,-20.383262634277344,2.14776611328125,-27.886795043945312
1773150242338472200,0.56847216796875,-20.13284683227539,1.9817428588867188,-27.970443725585938
1773150242348508200,0.578508056640625,-19.849489212036133,1.8269271850585938,-27.995460510253906
1773150242358545200,0.588545166015625,-19.253421783447266,1.8282623291015625,-28.00109100341797
1773150242368582100,0.59858203125,-19.042591094970703,1.9796981811523438,-28.118499755859375
1773150242378619100,0.608619140625,-18.943016052246094,2.0163192749023438,-28.314651489257812
1773150242388656000,0.61865625,-19.231250762939453,1.7981719970703125,-28.463546752929688
1773150242398693000,0.628693115234375,-19.043888092041016,1.8370208740234375,-28.43524932861328
1773150242408730000,0.638730224609375,-19.002155303955078,1.69476318359375,-28.421630859375
