time,seconds_elapsed,roll,rotationRateZ,quaternionY,rotationRateY,quaternionZ,quaternionW,yaw,devicelocation,accelerationZ,pitch,gravityX,gravityZ,quaternionX,rotationRateX,accelerationX,gravityY,accelerationY
1773522817141440500,0.3904404296875,-0.8490959622559363,-1.0899866819381714,-0.41088504497938666,0.11146230250597,1.8601641594403898e-17,0.9106627059721975,-0.03562469737542808,right,-0.33034878969192505,-0.07877653214275619,-7.338859372019767,-6.4587886018604035,-0.04320758887925248,0.6132861375808716,0.7571768760681152,0.7717351177986711,0.029025651514530182
1773522817181440500,0.4304404296875,-0.27849462754710047,-0.8837013244628906,-0.1453942964845225,0.08852197974920273,0.1070661580873362,0.9813947077796586,0.19486785736397114,right,-0.09198188781738281,-0.15994855138041117,-2.661520471444726,-9.30844913393855,-0.06528147973588541,0.48821747303009033,0.2603468596935272,1.5618798986434936,-0.07631918042898178
1773522817221440500,0.4704404296875,-0.10214201804053645,-0.7561274766921997,-0.059699790834334084,0.15459129214286804,0.12961684449647715,0.9875818280061661,0.25353692502336656,right,-0.03222888708114624,-0.14577701094101442,-0.9893245602782815,-9.652064418444036,-0.0657085024446998,0.4970172345638275,0.09002970904111862,1.4245263146564364,-0.09165436029434204
1773522817261440500,0.5104404296875,-0.04161493754130328,-0.6974149942398071,-0.028221684372019027,0.19593319296836853,0.13107514075608404,0.9894195394674936,0.2609749890380856,right,0.003256559371948242,-0.11734197345507032,-0.4051800890693441,-9.73078081228435,-0.0554236847570686,0.5055602788925171,0.02560942992568016,1.1480928343463688,-0.07241649180650711
1773522817301440500,0.5504404296875,-0.02330313330469255,-0.6778654456138611,-0.017174208154937913,0.17725428938865662,0.12656356467426016,0.9908870424304751,0.25303888626978566,right,0.02251368761062622,-0.08923263884590518,-0.22759618323640896,-9.764981188049912,-0.04277329591231356,0.5033917427062988,0.004092087969183922,0.8739125397905707,-0.05638255551457405
1773522817341440500,0.5904404296875,-0.004807129915496944,-0.6583158373832703,-0.006121501234114399,0.1585753858089447,0.12201336017663612,0.9920527450477762,0.24460511191892506,right,0.040644168853759766,-0.061273311015603155,-0.047053505229693836,-9.788133515578508,-0.03010987454913513,0.5012232065200806,-0.0177269596606493,0.6005100612068548,-0.04042793810367584
1773522817381440500,0.6304404296875,-0.004999943064475371,-0.48666101694107056,-0.002939664780052993,0.13804011046886444,0.09488151532842345,0.9954740219578048,0.19002788310053043,right,0.025466859340667725,-0.009507701213039343,-0.049030591156054286,-9.806084182810784,-0.004495204332241085,0.40769532322883606,-0.07850301265716553,0.09323735148538835,-0.09428863227367401
1773522817421440300,0.670440185546875,-0.010516466523862872,-0.40306228399276733,-0.005027946752056733,0.07798518240451813,0.08810370638092939,0.9960945110513569,0.17646414701875013,right,-0.013231396675109863,0.004761744106275603,-0.10312855783742853,-9.80599650452733,0.002834915531370658,0.29722437262535095,-0.07647628337144852,-0.046696526751876806,-0.05392301082611084
1773522817461440500,0.7104404296875,-0.02686036766882218,-0.4329948425292969,-0.012123502205975552,0.0176716186106205,0.07859880291756671,0.9966871945108893,0.1578247646583171,right,-0.027806639671325684,0.03204176887681505,-0.2632436890703626,-9.798080909097195,0.017027444578088722,0.08259949088096619,-0.05541176348924637,-0.31416860607303676,0.017068922519683838
1773522817501440500,0.7504404296875,-0.036618358392053955,-0.46782946586608887,-0.01673889379500727,0.05936587229371071,0.07231973771408984,0.9969954068942517,0.14558579857393802,right,-0.0009652972221374512,0.041721388116358706,-0.358711073763296,-9.791547707936168,0.022131691776875913,0.07563077658414841,-0.03152339160442352,-0.40902832546271384,0.022145798429846764
1773522817541440500,0.7904404296875,-0.046168300888298944,-0.45637398958206177,-0.021676812951209823,0.06696582585573196,0.061664047011490364,0.9975923036378581,0.1244752426707093,right,0.018637537956237793,0.04359000463556454,-0.45216596785634755,-9.786894913694262,0.02318059274295696,0.1398610770702362,-0.023252226412296295,-0.4273365374283865,-0.0007732771337032318
1773522817581440500,0.8304404296875,-0.048148868036723906,-0.4228948652744293,-0.02280073862262316,0.054253917187452316,0.054819484030612514,0.9979596616800607,0.11082164070064444,right,0.007342278957366943,0.04438101027473119,-0.47153223750758916,-9.785639360675216,0.02348105520117657,0.1680292934179306,-0.023639202117919922,-0.4350861286418512,-0.004140909761190414
