time,seconds_elapsed,activity
1773522816825000000,0.074,unknown
1773522817926000000,1.175000244140625,unknown
1773522823063000000,6.312,walking
1773522830770000000,14.018999755859374,walking
1773522835909000000,19.158,walking
1773522838483000000,21.732,walking
1773522846190000000,29.439000244140626,walking
1773522851330000000,34.57899975585938,walking
1773522853900000000,37.149,walking
