time,seconds_elapsed,activity
1773148986462000000,0.081000244140625,unknown
1773148991108000000,4.727,unknown
1773148993365000000,6.984,unknown
1773148995281000000,8.9,unknown
1773148998507000000,12.126,unknown
1773149011661000000,25.28,unknown
