time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1773149823856178000,-18.076822021484375,129.87732080753426,-1,-1,30.281410458715932,156.32793382938485,-1,15.62351143701573,30,-97.73239753845844,-1
1773149842023600000,0.09060009765625,129.87732080753426,-1,-1,30.281410458715932,156.32793382938485,-1,15.62351143701573,30,-97.73239753845844,-1
1773149842032641800,0.099641845703125,129.87732080753426,-1,-1,30.281410458710464,156.32793382938485,-1,18.057162224872112,30,-97.73239753846704,-1
1773149842208480000,0.27547998046875,129.8811011725245,-1,-1,30.28141045865409,156.33171419437508,-1,18.057820191322968,30.00000000032058,-97.73239753853487,-1
1773149847989278000,6.05627783203125,129.87732080753426,-1,-1,30.28141045868554,156.32793382938485,-1,17.422128142345382,30,-97.73239753849728,-1
1773149848196210000,6.2632099609375,129.87732080753426,-1,-1,30.281410458685603,156.32793382938485,-1,17.440809560332486,30,-97.7323975384972,-1
1773149853992836900,12.0598369140625,129.87732080753426,-1,-1,30.28141045869902,156.32793382938485,-1,17.37606362957836,30,-97.73239753848117,-1
1773149854207452200,12.2744521484375,129.87732080753426,-1,-1,30.281410458699046,156.32793382938485,-1,17.393810405231367,30,-97.73239753848114,-1
1773149859989962000,18.0569619140625,129.87732080753426,-1,-1,30.281410458704954,156.32793382938485,-1,17.555792317012088,30,-97.73239753847409,-1
1773149860222401000,18.289401123046876,129.87732080753426,-1,-1,30.28141045870496,156.32793382938485,-1,17.56827349979775,30,-97.73239753847409,-1
1773149865992252000,24.059251953125,129.87732080753426,-1,-1,30.281410458707473,156.32793382938485,-1,17.707226354900186,30,-97.7323975384711,-1
1773149866232687000,24.29968701171875,129.87732080753426,-1,-1,30.28141045870748,156.32793382938485,-1,17.724163130075638,30,-97.73239753847109,-1
1773149871992491000,30.059490966796876,129.87732080753426,-1,-1,30.281410458708525,156.32793382938485,-1,17.891323793274566,30,-97.73239753846983,-1
1773149872238635000,30.305635009765624,129.87732080753426,-1,-1,30.281410458708528,156.32793382938485,-1,17.914306506025223,30,-97.73239753846983,-1
1773149877991895000,36.05889501953125,129.87732080753426,-1,-1,30.28141045870892,156.32793382938485,-1,17.38001432290656,30,-97.73239753846933,-1
1773149878255514000,36.32251416015625,129.87732080753426,-1,-1,30.28141045870892,156.32793382938485,-1,17.398168908723424,30,-97.73239753846933,-1
1773149883992251000,42.0592509765625,129.87732080753426,-1,-1,30.281410458709082,156.32793382938485,-1,16.84155295215596,30,-97.73239753846916,-1
1773149884264451000,42.331451171875,129.87732080753426,-1,-1,30.281410458709082,156.32793382938485,-1,16.88144273741515,30,-97.73239753846914,-1
