version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version,fusion
3,iPhone XS,1773149841933,2026-03-10_13-37-21,America/Chicago,ios,1.54,d685577e-7c63-42d8-b351-2d46eeddee54,Accelerometer|Gravity|Gyroscope|Orientation|Magnetometer|Compass|Barometer|Location|Heart Rate|Wrist Motion|Watch Location|Watch Barometer|Watch Magnetometer|Watch Compass|Pedometer|Activity|Headphone|Battery|Annotation|MagnetometerUncalibrated|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|10|10|10|0|0|10|10|10|10|10|10|10|0|10|1000||10|10|10,false,18.7.6,system
