time,seconds_elapsed,steps
1773149861196518100,19.26351806640625,4
1773149863765807900,21.832807861328124,4
1773149866335098600,24.4020986328125,4
1773149868904391000,26.971390869140624,4
1773149871473678600,29.5406787109375,4
1773149874042968800,32.10996875,4
1773149876612271600,34.67927172851562,4
1773149879181581600,37.24858154296875,4
1773149881750887400,39.81788745117188,4
1773149884320219100,42.38721923828125,4
