time,seconds_elapsed,steps
1773150823714545400,21.63554541015625,9
1773150826284139500,24.205139404296876,14
1773150828853737200,26.7747373046875,14
1773150831423337500,29.34433740234375,14
1773150833992934700,31.9139345703125,14
1773150836562535700,34.48353564453125,14
1773150839132159200,37.0531591796875,14
1773150841701818000,39.622818115234374,14
