time,seconds_elapsed,batteryLevel,batteryState,lowPowerMode
1773150803085000000,1.006,0.15000000596046448,unplugged,true
1773150804086000000,2.007000244140625,0.15000000596046448,unplugged,true
1773150805087000000,3.008,0.15000000596046448,unplugged,true
1773150806087000000,4.008,0.15000000596046448,unplugged,true
1773150807088000000,5.009,0.15000000596046448,unplugged,true
1773150808088000000,6.009,0.15000000596046448,unplugged,true
1773150809089000000,7.01,0.15000000596046448,unplugged,true
1773150810089000000,8.01,0.15000000596046448,unplugged,true
1773150811090000000,9.010999755859375,0.15000000596046448,unplugged,true
1773150812090000000,10.010999755859375,0.15000000596046448,unplugged,true
1773150813091000000,11.012,0.15000000596046448,unplugged,true
1773150814091000000,12.012,0.15000000596046448,unplugged,true
1773150815092000000,13.013,0.15000000596046448,unplugged,true
1773150816109000000,14.03,0.15000000596046448,unplugged,true
1773150817110000000,15.031000244140625,0.15000000596046448,unplugged,true
1773150818126000000,16.047000244140627,0.15000000596046448,unplugged,true
1773150819127000000,17.048,0.15000000596046448,unplugged,true
1773150820127000000,18.048,0.15000000596046448,unplugged,true
1773150821128000000,19.049,0.15000000596046448,unplugged,true
1773150822128000000,20.049,0.15000000596046448,unplugged,true
1773150823129000000,21.05,0.15000000596046448,unplugged,true
1773150824129000000,22.05,0.15000000596046448,unplugged,true
1773150825130000000,23.050999755859376,0.15000000596046448,unplugged,true
1773150826131000000,24.052,0.15000000596046448,unplugged,true
1773150827131000000,25.052,0.15000000596046448,unplugged,true
1773150828131000000,26.052,0.15000000596046448,unplugged,true
1773150829132000000,27.053,0.15000000596046448,unplugged,true
1773150830132000000,28.053,0.15000000596046448,unplugged,true
1773150831133000000,29.054,0.15000000596046448,unplugged,true
1773150832134000000,30.055000244140626,0.15000000596046448,unplugged,true
1773150833134000000,31.055000244140626,0.15000000596046448,unplugged,true
1773150834135000000,32.056,0.15000000596046448,unplugged,true
1773150835135000000,33.056,0.15000000596046448,unplugged,true
1773150836218000000,34.13899975585937,0.15000000596046448,unplugged,true
1773150837219000000,35.14,0.15000000596046448,unplugged,true
1773150838224000000,36.145,0.15000000596046448,unplugged,true
1773150839225000000,37.146,0.15000000596046448,unplugged,true
1773150840230000000,38.151000244140626,0.15000000596046448,unplugged,true
1773150841233000000,39.154,0.15000000596046448,unplugged,true
1773150842238000000,40.15900024414063,0.15000000596046448,unplugged,true
1773150843250000000,41.17099975585938,0.15000000596046448,unplugged,true
