time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
1773150802169671700,0.090671630859375,-2.9587980508887126,0.012527171566578125,-0.9736322373562032,-0.013724623159070082,0.08778573118133645,-0.2101833099826767,0.4240794018163207
1773150802179709700,0.100709716796875,-2.9585447050245723,0.012461702653903475,-0.9735240559011603,-0.01400183299182518,0.08786760744159186,-0.21065325751997846,0.4250232763553092
1773150802189746700,0.11074658203125,-2.958399659667725,0.012357505498234419,-0.973441296784688,-0.014317156079552765,0.08789518447063863,-0.21103028920099673,0.425771502047908
1773150802199784700,0.12078466796875,-2.9583444710536906,0.012203046226619264,-0.9734367157181456,-0.01465023140022228,0.08788637366090979,-0.21106417337691077,0.42581176419754535
1773150802209822700,0.13082275390625,-2.9583556048739936,0.011967359947493959,-0.9735193068128979,-0.015061015433379874,0.087847726040661,-0.2107125634731954,0.42505194838135724
1773150802219859700,0.140859619140625,-2.9584676674318153,0.011577726493584588,-0.9736592700047407,-0.015719826783797197,0.08774063898906038,-0.2101312052545917,0.423796519505775
1773150802229897700,0.150897705078125,-2.9586008433924014,0.01108934418455383,-0.9738037612284806,-0.016574227369018115,0.0876035395109598,-0.2095446768492793,0.4225129615281039
1773150802239935700,0.160935791015625,-2.9586786884577494,0.010640190407759952,-0.973912827818416,-0.017388781117819694,0.08749372836863721,-0.20910648373307364,0.42153862753940313
1773150802249972700,0.17097265625,-2.9586460640714476,0.01029777979256873,-0.9739644952091882,-0.01805418394855591,0.0874467155175259,-0.2089026870290625,0.4210605656072775
1773150802260010800,0.1810107421875,-2.9586262390935847,0.010201838694807064,-0.9739687563154272,-0.018251681224912924,0.0874362889547237,-0.20889167148623908,0.4210203871004895
1773150802270048500,0.191048583984375,-2.958855690847399,0.0103960294497281,-0.974020098007868,-0.01776411502920299,0.08738132590740737,-0.20866541041965234,0.4205969454790154
1773150802280085800,0.201085693359375,-2.9593297889717336,0.01051519267753606,-0.9742170915661367,-0.017256519854877975,0.08722709279049105,-0.20780290054255618,0.418865940784608
1773150802290123800,0.211123779296875,-2.95959830477689,0.0106233449480225,-0.9745254145890775,-0.016706101209674085,0.08719276177604429,-0.20636082092421484,0.4159512876800841
1773150802300160800,0.221160888671875,-2.9594990730647606,0.011007663582712587,-0.9748336369992331,-0.015648565871916414,0.0873912680058764,-0.20479501526400096,0.4128331728088954
1773150802310198800,0.23119873046875,-2.9595626788906935,0.012049224624658655,-0.9750976707517517,-0.013247003982760644,0.08764007374524282,-0.20336844719796013,0.410120881708304
1773150802320236800,0.24123681640625,-2.9596569820229126,0.013538053128577282,-0.9753149533254251,-0.009959294710186103,0.08795532248537533,-0.2020922443404277,0.4077977823459609
1773150802330273500,0.2512734375,-2.959207804685187,0.015125761244511662,-0.9755149103168975,-0.006572430190586454,0.08854272151844003,-0.20075369072762922,0.4053658518900009
1773150802340311800,0.261311767578125,-2.957781640545637,0.016795427778589826,-0.9757087029719158,-0.003178905674420052,0.08960726407227507,-0.1992010792573005,0.40251593613962067
1773150802350349600,0.271349609375,-2.955891477906814,0.018606905726640366,-0.9759349262619046,0.0004717620824523502,0.09092440742414984,-0.19732634256115641,0.3990454680699711
1773150802360386800,0.28138671875,-2.9537332752361527,0.020117477021078432,-0.9761531773811619,0.0034619286934348004,0.09230197826163396,-0.19544995526069533,0.39552418356251945
1773150802370424800,0.2914248046875,-2.951764714698159,0.020993248033893405,-0.9763201752429493,0.005129715594234192,0.09344835773217436,-0.19397369664840824,0.39270016814793873
1773150802380462600,0.301462646484375,-2.950622161251817,0.02161541663116204,-0.9764342146923999,0.0063545598155251405,0.0941392443777579,-0.19299464222712795,0.39083746624010474
1773150802390499800,0.311499755859375,-2.9504191427450057,0.022332926140356764,-0.9764957269788533,0.007870394327469638,0.09439126273302373,-0.19247799165758933,0.38993029020665954
1773150802400537900,0.321537841796875,-2.950804010668799,0.0231785803033509,-0.9765290885966071,0.009713757513824398,0.09438327924820594,-0.19221240608420923,0.3895556046341143
1773150802410575600,0.33157568359375,-2.951474568824542,0.023712994157246352,-0.976602115087303,0.010995487929691792,0.09418280440461418,-0.19187365019199643,0.38896954664028466
1773150802420612900,0.34161279296875,-2.9524154590593006,0.023665123522568034,-0.9767536407683414,0.011189056067468634,0.0937491873917376,-0.19131977662717403,0.38783138273174583
1773150802430650600,0.351650634765625,-2.95366389103151,0.02317296427718787,-0.9769690866843257,0.01057141326626389,0.09309044621726544,-0.19060067911919285,0.3862704732697067
1773150802440689000,0.36168896484375,-2.954883536508843,0.02231746374898757,-0.9771940980223393,0.009206477503335359,0.09237523956062504,-0.18989624330777383,0.3846709339438815
1773150802450726000,0.371725830078125,-2.9556903082436397,0.02100524854614597,-0.977382399337011,0.006799413606371782,0.09176186873329652,-0.18937329129494462,0.3833562502224714
1773150802460763600,0.381763671875,-2.9560605130331234,0.019354147320795972,-0.9775111323943527,0.0035701012464242946,0.09128167264514847,-0.18911637224983754,0.3825205952106941
1773150802470800600,0.391800537109375,-2.9563543025499337,0.01757520724056145,-0.9775974267068553,0.000026729967906464468,0.09080661781122921,-0.18907296205041926,0.3820962567958025
1773150802480838700,0.401838623046875,-2.9570653977216197,0.015912888603468227,-0.9776776358349358,-0.0032158750334067873,0.09015446315750722,-0.18911749791927465,0.3818750752226233
1773150802490876700,0.411876708984375,-2.9582266806591004,0.014552745535205533,-0.9777379596264216,-0.00578454379014233,0.08934256888079987,-0.1893001532287647,0.38199482163884807
1773150802500913700,0.42191357421875,-2.959466063672633,0.013397404373810567,-0.9777604761673173,-0.007954380721784896,0.08852587960482297,-0.18965288030922944,0.38250134270235614
1773150802510951700,0.43195166015625,-2.9604594607447274,0.012275861690741656,-0.9777377961626165,-0.010133793095732528,0.08782405954955104,-0.1901712866431407,0.3833522995175654
1773150802520989700,0.44198974609375,-2.9610199452509627,0.011102108559976178,-0.9776534516716494,-0.012544747806045968,0.08730560378032994,-0.19091456958798425,0.3846504252173794
1773150802531027000,0.45202685546875,-2.961112755421891,0.009714489278049881,-0.9775034122164216,-0.01552929550780011,0.08695306775893769,-0.19191654549211784,0.3864337693351963
1773150802541064700,0.462064697265625,-2.9609483070898106,0.008174533052918667,-0.9773243668644587,-0.018893267574005102,0.08668447582086874,-0.19301833118129888,0.3883915422886872
1773150802551102700,0.472102783203125,-2.9607426519282067,0.0066845589862642475,-0.9771538229508638,-0.02215121072004093,0.08644479679058881,-0.19404376721652622,0.39020380530306054
1773150802561139700,0.4821396484375,-2.9605835488967416,0.00537085067543621,-0.9770104392982554,-0.025012306075159304,0.08622239651570851,-0.19490371193771722,0.39171286141720757
1773150802571177700,0.492177734375,-2.9604870133814143,0.004257907351561139,-0.9768994515237395,-0.027419043835100743,0.08601685127216598,-0.19557741035959655,0.39288093154570053
1773150802581215700,0.5022158203125,-2.9605140433911283,0.003350095517739111,-0.9768089761652068,-0.029364563603511497,0.08579757402690645,-0.19614241349234715,0.3938670145228454
1773150802591252700,0.512252685546875,-2.960710854669398,0.0025863426765578407,-0.9767282797584791,-0.03097732465361882,0.08552774833463131,-0.19667271093324054,0.3948112922812922
1773150802601290800,0.522290771484375,-2.9610357073686684,0.0019755416375728057,-0.9766383660482972,-0.03226421775476158,0.08522440031758072,-0.19725716572051455,0.3958954814832592
1773150802611327700,0.53232763671875,-2.9614445996521113,0.001565329201244268,-0.9765434660323143,-0.03313037366784065,0.08491960916332114,-0.1978610748449849,0.3970567361091974
1773150802621365800,0.54236572265625,-2.9618551690384796,0.0012676876628898704,-0.9764463736520104,-0.03376686841373414,0.0846360255294764,-0.19846308997321416,0.39823461938736665
1773150802631403800,0.55240380859375,-2.962097601537639,0.000988104400924475,-0.9763395284494004,-0.034402327086105515,0.08443387571444513,-0.19907539664989535,0.3994342792988749
1773150802641440500,0.5624404296875,-2.962127978541423,0.0006347854203157648,-0.9762395014246121,-0.035216684330054475,0.08431985967207199,-0.19961474741372784,0.4004694082504206
1773150802651478800,0.572478759765625,-2.9622191899821915,0.00033576278631153756,-0.9761820523535687,-0.03586918269172123,0.08419917911089769,-0.19994753621534975,0.40109528675788564
1773150802661516500,0.5825166015625,-2.962466865933883,0.00015824262117901958,-0.9761611255750677,-0.03621193764002007,0.08403836275769413,-0.20011745202700948,0.4014140201170163
1773150802671553500,0.592553466796875,-2.9627994041779235,0.00004071025946283867,-0.9761464236576595,-0.03641172038189872,0.0838508891283489,-0.2002677873205493,0.40170501238403716
1773150802681591800,0.602591796875,-2.9632169566793345,-0.00010097056793456933,-0.9761260242042596,-0.03665215168746057,0.08361616839779673,-0.20046540454165693,0.40208956884492364
1773150802691629600,0.612629638671875,-2.9637268370779988,-0.0002886465526419837,-0.9761024207251329,-0.03697419568164575,0.08332690033944866,-0.2007004951279695,0.4025441254472798
1773150802701666800,0.622666748046875,-2.9642713352173233,-0.0004647229281669532,-0.9760725011535255,-0.037272180128947306,0.0830217053067033,-0.20097163148856206,0.40307482881034734
1773150802711704800,0.632704833984375,-2.9647707172330415,-0.0006213516381060116,-0.9760255349379635,-0.03755351586309939,0.08273742605660964,-0.20131664082774864,0.4037586681816321
1773150802721742600,0.64274267578125,-2.9651109180613346,-0.0008498818948685083,-0.9759583118330454,-0.038027135705551475,0.08250889940117091,-0.20173491173531802,0.40457649670097157
1773150802731779800,0.65277978515625,-2.9652715932442852,-0.0011455697144716213,-0.9758828182595025,-0.03867589845715786,0.08234999112349908,-0.20216315655343398,0.40540006183312804
1773150802741817600,0.662817626953125,-2.965393398062388,-0.0014765881719537755,-0.975825392206234,-0.039386560735730235,0.08220721066876635,-0.20249593488904408,0.40602276270094373
1773150802751855600,0.672855712890625,-2.9656324068078566,-0.0018013830472315947,-0.975815720751907,-0.040020303072608496,0.0820228867591365,-0.20261501579795943,0.4062140718699761
1773150802761892900,0.682892822265625,-2.9661464690625823,-0.002041295014682886,-0.9758589878577028,-0.04038432243135882,0.08173941838073877,-0.2025185345249756,0.40598660090302435
1773150802771930600,0.6929306640625,-2.9668923794753934,-0.002133058526340826,-0.9759366751685721,-0.04037400644148831,0.08138535675122574,-0.20228558502188243,0.4055112969539981
1773150802781967600,0.702967529296875,-2.9675819239825563,-0.0020814354165922173,-0.9760088127346577,-0.04008509082593319,0.0810862710191544,-0.20205836807220115,0.4050709222370989
1773150802792006000,0.713005859375,-2.967980195882981,-0.00200500211858555,-0.9760390193770214,-0.039833336976906275,0.08091990909445382,-0.20197987263117512,0.404931699670601
1773150802802043600,0.723043701171875,-2.968151618259774,-0.0019935695735337645,-0.9760198215829177,-0.03979839430992352,0.0808349276753357,-0.20210669279800858,0.40519499841185785
