time,seconds_elapsed,relativeAltitude,pressure,local_time
1775952695639397000,-0.489602783203125,0,995.6028747558594,2026-04-11T19:11:35.639-05:00
1775952696644328400,0.515328369140625,0.0237884521484375,995.5999755859375,2026-04-11T19:11:36.644-05:00
1775952697649280300,1.5202802734375,0.0475616455078125,995.5970764160156,2026-04-11T19:11:37.649-05:00
1775952698654206200,2.525206298828125,0.0739898681640625,995.5938720703125,2026-04-11T19:11:38.654-05:00
1775952699659134200,3.53013427734375,0.0739898681640625,995.5938720703125,2026-04-11T19:11:39.659-05:00
1775952700011221200,3.88222119140625,0.0687103271484375,995.5945587158203,2026-04-11T19:11:40.011-05:00
1775952701083146500,4.954146484375,0.0607757568359375,995.5956268310547,2026-04-11T19:11:41.083-05:00
1775952702155057200,6.02605712890625,0.0237884521484375,995.5998992919922,2026-04-11T19:11:42.155-05:00
1775952703227047200,7.098047119140625,-0.0396270751953125,995.6075286865234,2026-04-11T19:11:43.227-05:00
1775952704299032300,8.1700322265625,-0.10040283203125,995.6147766113281,2026-04-11T19:11:44.299-05:00
1775952705371016200,9.24201611328125,-0.1241912841796875,995.6175231933594,2026-04-11T19:11:45.371-05:00
1775952706443025400,10.314025390625,-0.158538818359375,995.6217193603516,2026-04-11T19:11:46.443-05:00
1775952707515015400,11.386015380859375,-0.18231201171875,995.6244659423828,2026-04-11T19:11:47.515-05:00
1775952708587002400,12.45800244140625,-0.2378082275390625,995.6310272216797,2026-04-11T19:11:48.587-05:00
1775952709658989300,13.5299892578125,-0.2695159912109375,995.6346130371094,2026-04-11T19:11:49.658-05:00
1775952710730991400,14.601991455078124,-0.3065032958984375,995.6391143798828,2026-04-11T19:11:50.730-05:00
1775952711803013400,15.674013427734375,-0.3355712890625,995.6425476074219,2026-04-11T19:11:51.803-05:00
1775952712875050200,16.74605029296875,-0.3355712890625,995.6425476074219,2026-04-11T19:11:52.875-05:00
1775952713947103200,17.818103271484375,-0.322357177734375,995.640869140625,2026-04-11T19:11:53.947-05:00
1775952715019139300,18.890139404296875,-0.285369873046875,995.6366729736328,2026-04-11T19:11:55.019-05:00
1775952716091149300,19.9621494140625,-0.240447998046875,995.6314086914062,2026-04-11T19:11:56.091-05:00
1775952717163161300,21.034161376953126,-0.1876068115234375,995.6249237060547,2026-04-11T19:11:57.163-05:00
1775952718235165400,22.10616552734375,-0.1558990478515625,995.6211853027344,2026-04-11T19:11:58.235-05:00
1775952719307160300,23.178160400390624,-0.1558990478515625,995.6211853027344,2026-04-11T19:11:59.307-05:00
1775952720379147300,24.250147216796876,-0.19024658203125,995.6252288818359,2026-04-11T19:12:00.379-05:00
1775952721451113200,25.32211328125,-0.232513427734375,995.6304168701172,2026-04-11T19:12:01.451-05:00
1775952722523129300,26.39412939453125,-0.285369873046875,995.6365966796875,2026-04-11T19:12:02.523-05:00
1775952723595141000,27.46614111328125,-0.330291748046875,995.6418609619141,2026-04-11T19:12:03.595-05:00
1775952724667122400,28.538122314453126,-0.330291748046875,995.6418609619141,2026-04-11T19:12:04.667-05:00
1775952725739082500,29.61008251953125,-0.285369873046875,995.6365966796875,2026-04-11T19:12:05.739-05:00
1775952726811061200,30.682061279296875,-0.1981658935546875,995.6261444091797,2026-04-11T19:12:06.811-05:00
1775952727883016400,31.754016357421875,-0.105682373046875,995.6153106689453,2026-04-11T19:12:07.883-05:00
1775952728954934500,32.8259345703125,-0.01849365234375,995.6048583984375,2026-04-11T19:12:08.954-05:00
1775952730026877200,33.89787719726562,0.0422821044921875,995.5979156494141,2026-04-11T19:12:10.026-05:00
1775952731098846200,34.96984619140625,0.0554962158203125,995.5961608886719,2026-04-11T19:12:11.098-05:00
1775952732170830300,36.041830322265625,0.0554962158203125,995.5961608886719,2026-04-11T19:12:12.170-05:00
1775952733242846200,37.11384619140625,0.0502166748046875,995.5966949462891,2026-04-11T19:12:13.242-05:00
1775952734314858200,38.185858154296874,0.0502166748046875,995.5966949462891,2026-04-11T19:12:14.314-05:00
1775952735386854100,39.257854248046876,0.06341552734375,995.5953979492188,2026-04-11T19:12:15.386-05:00
1775952736458863400,40.32986328125,0.103057861328125,995.5905914306641,2026-04-11T19:12:16.458-05:00
1775952737530905300,41.4019052734375,0.1558990478515625,995.5844879150391,2026-04-11T19:12:17.530-05:00
1775952738602906400,42.47390625,0.2325286865234375,995.5753326416016,2026-04-11T19:12:18.602-05:00
1775952739674922200,43.54592211914063,0.3012237548828125,995.5670166015625,2026-04-11T19:12:19.674-05:00
