time,seconds_elapsed,z,y,x,local_time
1775952696221889500,0.0928896484375,0.0010673369705677031,0.3218228471532464,-0.11372954729348421,2026-04-11T19:11:36.221-05:00
1775952696231945200,0.1029453125,-0.18735797034502027,0.2829061103902757,0.2132511940795928,2026-04-11T19:11:36.231-05:00
1775952696242002400,0.11300244140625,-0.1905330932497978,0.029224340918660163,0.4857474080059677,2026-04-11T19:11:36.242-05:00
1775952696252059400,0.123059326171875,-0.02177694752216339,-0.23636574688106773,0.4871264412742108,2026-04-11T19:11:36.252-05:00
1775952696262116600,0.13311669921875,0.08500818746089935,-0.025273265205323695,0.37446459627747536,2026-04-11T19:11:36.262-05:00
1775952696272173600,0.143173583984375,-0.039642274558544154,0.2653855051383376,0.21534970072880386,2026-04-11T19:11:36.272-05:00
1775952696282230500,0.15323046875,-0.3383469887137413,0.2304194056972861,-0.08999423224516212,2026-04-11T19:11:36.282-05:00
1775952696292287500,0.16328759765625,-0.4408241973698139,0.05785641503259539,-0.5807594684131443,2026-04-11T19:11:36.292-05:00
1775952696302344400,0.173344482421875,-0.6739286043673753,0.09255421892628073,-1.0380210058428347,2026-04-11T19:11:36.302-05:00
1775952696312401400,0.1834013671875,-0.7974795807123184,0.1100868068769574,-1.260572308513522,2026-04-11T19:11:36.312-05:00
1775952696322458600,0.193458740234375,-0.5791244145572185,-0.06149038762077689,-1.3163982406318187,2026-04-11T19:11:36.322-05:00
1775952696332515600,0.203515625,-0.14604220961630343,-0.03950944195911288,-1.1230539624188094,2026-04-11T19:11:36.332-05:00
1775952696342572500,0.213572509765625,0.3009001783728599,0.22416341404244303,-0.5447816711788996,2026-04-11T19:11:36.342-05:00
1775952696352629500,0.22362939453125,0.6812602624297142,0.23193258673921227,-0.17160094069950282,2026-04-11T19:11:36.352-05:00
1775952696362686500,0.2336865234375,0.8952385286748409,0.14874357752949,-0.07762114594951272,2026-04-11T19:11:36.362-05:00
1775952696372743400,0.243743408203125,0.7692004116892814,0.16824205872565506,0.10661277409084141,2026-04-11T19:11:36.372-05:00
1775952696382800400,0.25380029296875,0.35868835047483444,0.16967165313735602,0.20059490692839024,2026-04-11T19:11:36.382-05:00
1775952696392857300,0.263857421875,-0.08389408873915671,0.1587828871153295,0.22437736732037736,2026-04-11T19:11:36.392-05:00
1775952696402914300,0.273914306640625,-0.3790636145055294,0.17478271254077551,0.18543896671487017,2026-04-11T19:11:36.402-05:00
1775952696412970200,0.28397021484375,-0.547905100429058,0.22646409220024943,0.10946732327174395,2026-04-11T19:11:36.412-05:00
1775952696423027500,0.29402734375,-0.6103934130460024,0.11368044745475053,-0.10847979180542751,2026-04-11T19:11:36.423-05:00
1775952696433084400,0.30408447265625,-0.5836369235455989,0.11647402369603514,-0.7446975463345646,2026-04-11T19:11:36.433-05:00
1775952696443141600,0.3141416015625,-0.49352352190017695,0.2264984328612685,-1.2467441280387341,2026-04-11T19:11:36.443-05:00
1775952696453198600,0.324198486328125,-0.21808511704206465,0.15077552174851297,-1.179204961773008,2026-04-11T19:11:36.453-05:00
1775952696463255600,0.334255615234375,0.04289806148409843,0.16680486552938817,-0.6664430709175765,2026-04-11T19:11:36.463-05:00
1775952696473312500,0.3443125,0.07080547458529472,0.15528130873516202,-0.02659296950176358,2026-04-11T19:11:36.473-05:00
1775952696483369500,0.354369384765625,-0.09371639457345009,-0.06830430541932582,0.5110679464191198,2026-04-11T19:11:36.483-05:00
1775952696493426400,0.364426513671875,-0.23463410078287122,-0.17538082456439733,0.8393594050645827,2026-04-11T19:11:36.493-05:00
1775952696503483400,0.3744833984375,-0.08251520160138606,-0.14648717690482735,0.8352351647414267,2026-04-11T19:11:36.503-05:00
1775952696513540600,0.38454052734375,0.22166589813828466,-0.04532967254519462,0.4732967264294624,2026-04-11T19:11:36.513-05:00
1775952696523597600,0.39459765625,0.273012639015913,0.007675210803002119,0.04580470617841929,2026-04-11T19:11:36.523-05:00
1775952696533654500,0.404654541015625,0.04077390893697738,0.02741860667094588,-0.22201659300578758,2026-04-11T19:11:36.533-05:00
1775952696543711500,0.41471142578125,-0.23356091859340666,-0.003007365122437477,-0.4760528932698071,2026-04-11T19:11:36.543-05:00
1775952696553768400,0.4247685546875,-0.38139468780159946,-0.04526172187551856,-0.5724971784371883,2026-04-11T19:11:36.553-05:00
1775952696563825400,0.434825439453125,-0.36183833893835543,-0.07081175819560885,-0.49181112849172204,2026-04-11T19:11:36.563-05:00
1775952696573881300,0.44488134765625,-0.2367185058414936,-0.1036221409074962,-0.2585213184572756,2026-04-11T19:11:36.573-05:00
1775952696583938300,0.454938232421875,-0.11939736379683016,-0.09131766286864876,0.046572676609922196,2026-04-11T19:11:36.583-05:00
1775952696593995300,0.464995361328125,-0.14832476759552954,-0.1363727562561631,0.2257959288814105,2026-04-11T19:11:36.593-05:00
1775952696604052500,0.475052490234375,-0.2729471725642681,-0.15730083186402916,0.1736775643104687,2026-04-11T19:11:36.604-05:00
1775952696614109400,0.485109375,-0.3389221582531929,-0.11829437099099159,-0.07215961087429895,2026-04-11T19:11:36.614-05:00
1775952696624166700,0.495166748046875,-0.3128314391851425,-0.012783932118862867,-0.24457636146871373,2026-04-11T19:11:36.624-05:00
1775952696634223600,0.5052236328125,-0.2055038678884506,0.04118482782542705,-0.3040882338244468,2026-04-11T19:11:36.634-05:00
1775952696644280600,0.515280517578125,-0.07987959240078926,-0.045615503749251364,-0.36572014880776404,2026-04-11T19:11:36.644-05:00
1775952696654337500,0.525337646484375,0.016201777738332746,-0.048905777466297144,-0.22403063624193892,2026-04-11T19:11:36.654-05:00
1775952696664394500,0.53539453125,0.001191255611181259,-0.07714300704374909,0.09122253193110227,2026-04-11T19:11:36.664-05:00
1775952696674451500,0.545451416015625,-0.046665889585018154,-0.22876623166278004,0.38776875287815926,2026-04-11T19:11:36.674-05:00
1775952696684508400,0.55550830078125,-0.08461071257591248,-0.19195260465890168,0.4613421578068286,2026-04-11T19:11:36.684-05:00
1775952696694565400,0.5655654296875,-0.09728899236321449,0.03582739244550466,0.2502656408851966,2026-04-11T19:11:36.694-05:00
1775952696704622600,0.57562255859375,-0.11861819611787795,0.0476322503991425,-0.0510519409158267,2026-04-11T19:11:36.704-05:00
1775952696714679600,0.585679443359375,-0.17173486927747725,0.06890066387727856,-0.22570702675525098,2026-04-11T19:11:36.714-05:00
1775952696724735500,0.595735595703125,-0.16855039402246474,0.12491028199940919,-0.2923230868266895,2026-04-11T19:11:36.724-05:00
1775952696734792400,0.60579248046875,-0.09496376428604125,0.10320011610314249,-0.3402292222637683,2026-04-11T19:11:36.734-05:00
1775952696744849400,0.615849365234375,-0.03280629105865955,0.07173778699934483,-0.30554594008577984,2026-04-11T19:11:36.744-05:00
1775952696754906400,0.62590625,0.006916062998771667,0.06638692749068141,-0.1325447589332238,2026-04-11T19:11:36.754-05:00
1775952696764963300,0.63596337890625,-0.025744682109355925,0.004897416652739048,-0.00617598522119224,2026-04-11T19:11:36.764-05:00
1775952696775020300,0.646020263671875,-0.06423661758899689,-0.04999021170213818,0.004014642468839883,2026-04-11T19:11:36.775-05:00
1775952696785077500,0.656077392578125,-0.1300713180243969,-0.06847410902827977,0.02778024305757135,2026-04-11T19:11:36.785-05:00
1775952696795134500,0.666134521484375,-0.20753157432377337,-0.08923384233191609,0.11648673704713583,2026-04-11T19:11:36.795-05:00
1775952696805191400,0.67619140625,-0.18234452609717844,-0.09830153040662408,0.13682981584127993,2026-04-11T19:11:36.805-05:00
1775952696815248600,0.68624853515625,0.02252981171607971,-0.08940481498464942,0.1240965361974202,2026-04-11T19:11:36.815-05:00
1775952696825305600,0.6963056640625,0.204361712116003,-0.03380655414238572,0.1144144425514154,2026-04-11T19:11:36.825-05:00
1775952696835362600,0.706362548828125,0.2804161932706833,-0.010743366201967001,0.11667283420376479,2026-04-11T19:11:36.835-05:00
1775952696845419500,0.71641943359375,0.23800094686746595,-0.021826339621841905,0.0478837226758711,2026-04-11T19:11:36.845-05:00
1775952696855475500,0.726475341796875,0.19766893647909164,-0.013386574187129735,-0.11475079836631193,2026-04-11T19:11:36.855-05:00
1775952696865532400,0.736532470703125,0.07303601011633873,0.03285363733172417,-0.2370898599045351,2026-04-11T19:11:36.865-05:00
1775952696875589400,0.74658935546875,-0.10125205077528952,-0.004632774367183447,-0.14431211615437642,2026-04-11T19:11:36.875-05:00
1775952696885646300,0.756646240234375,-0.10082301170825958,0.012479834605753422,-0.14534898492144419,2026-04-11T19:11:36.885-05:00
