time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch,local_time
1775952696221889500,0.0928896484375,1.6451407821388284,0.7320536534846425,-0.02468153526574308,-3.0382132225006497,0.10220990282383675,-0.6730835284013846,0.18390665489114785,2026-04-11T19:11:36.221-05:00
1775952696231945200,0.1029453125,1.642477809778093,0.7310137667903759,-0.028280713914027776,-3.0441307610086974,0.1015660449014288,-0.6741687544269654,0.18772495209102372,2026-04-11T19:11:36.231-05:00
1775952696242002400,0.11300244140625,1.6392298394097624,0.7297289070768894,-0.03257938514608208,-3.052022687487239,0.10018549988465662,-0.6755718104417161,0.1914024687926454,2026-04-11T19:11:36.242-05:00
1775952696252059400,0.123059326171875,1.635512151444869,0.7282292952744698,-0.03748350995189818,-3.0616663584040054,0.0981360829035256,-0.6772344398119432,0.1949335956644101,2026-04-11T19:11:36.252-05:00
1775952696262116600,0.13311669921875,1.6314107471222832,0.7265397697887789,-0.042820863386548925,-3.07240794371616,0.09571352590802558,-0.6790768098623704,0.198538423437537,2026-04-11T19:11:36.262-05:00
1775952696272173600,0.143173583984375,1.62717613511227,0.7247849651184224,-0.04784467812934744,-3.082478775079358,0.09342549732393268,-0.6809328115755037,0.20195483051393043,2026-04-11T19:11:36.272-05:00
1775952696282230500,0.15323046875,1.623369582937772,0.7232260501975095,-0.05168122113971217,-3.0901505252718047,0.09164315140170597,-0.6825501710989744,0.20453051342133963,2026-04-11T19:11:36.282-05:00
1775952696292287500,0.16328759765625,1.6202496977027192,0.7219839007482465,-0.05415276044297053,-3.095060365673873,0.09046512766971512,-0.6838295375551836,0.2061482638345596,2026-04-11T19:11:36.292-05:00
1775952696302344400,0.173344482421875,1.6183143614116584,0.7212362005849561,-0.05534005813924665,-3.0975169749323093,0.08979501739698811,-0.6846112923063942,0.2067699118533399,2026-04-11T19:11:36.302-05:00
1775952696312401400,0.1834013671875,1.6175594708459227,0.7209594603072645,-0.055624166330139294,-3.0984913773890295,0.08933503612103137,-0.6849398300465194,0.20647626694199187,2026-04-11T19:11:36.312-05:00
1775952696322458600,0.193458740234375,1.6178666184280912,0.7210917735119781,-0.055301378011348094,-3.0985952144578452,0.08894641842062485,-0.6848773830159919,0.20546907171943762,2026-04-11T19:11:36.322-05:00
1775952696332515600,0.203515625,1.6189759116785523,0.72150436116572,-0.05487663193607329,-3.0987296990086257,0.08848816418707749,-0.6845361856222049,0.2042361791034173,2026-04-11T19:11:36.332-05:00
1775952696342572500,0.213572509765625,1.62015257842719,0.7219164728428755,-0.05473909682491187,-3.0993224298120716,0.08800447213744106,-0.6841750743656516,0.20336488125656424,2026-04-11T19:11:36.342-05:00
1775952696352629500,0.22362939453125,1.6210885881054147,0.7222046663866544,-0.05511211105916238,-3.1003521611797207,0.08772234549550549,-0.68387706337821,0.20348820859740416,2026-04-11T19:11:36.352-05:00
1775952696362686500,0.2336865234375,1.6216124079440852,0.7222915151196736,-0.05621855164613133,-3.1020857924050804,0.08767147615005708,-0.6837019211254045,0.20495406876418062,2026-04-11T19:11:36.362-05:00
1775952696372743400,0.243743408203125,1.6217266229128198,0.7221741860684656,-0.05806753419271151,-3.10466650052899,0.08775891035446405,-0.6836601229739497,0.2076401900153801,2026-04-11T19:11:36.372-05:00
1775952696382800400,0.25380029296875,1.621391926354188,0.7218631269347583,-0.060331506956044306,-3.1077152992767805,0.08791072319383432,-0.6837730624247238,0.21098702347152454,2026-04-11T19:11:36.382-05:00
1775952696392857300,0.263857421875,1.6207303087946592,0.7214273629680287,-0.0626702581614357,-3.1108315945299796,0.0880668237653565,-0.6840023892354581,0.21444057047140033,2026-04-11T19:11:36.392-05:00
1775952696402914300,0.273914306640625,1.6197542079805254,0.7208813415733051,-0.06496811128646159,-3.1138294293614956,0.0882396502947743,-0.6843413247633987,0.21786067313946306,2026-04-11T19:11:36.402-05:00
1775952696412970200,0.28397021484375,1.6185502422199052,0.7202654637121625,-0.06710834803759086,-3.1163537786165243,0.08856816552991258,-0.6847407701624871,0.22129048851935693,2026-04-11T19:11:36.412-05:00
1775952696423027500,0.29402734375,1.6172807051529592,0.7196820876001552,-0.0686311826026939,-3.117691534304227,0.08909652310133871,-0.6851344651588968,0.2241580145182432,2026-04-11T19:11:36.423-05:00
1775952696433084400,0.30408447265625,1.6166177317665673,0.7193668092597933,-0.06950621792292516,-3.1181776962573404,0.08960737904006401,-0.6853107510084987,0.22610960964144447,2026-04-11T19:11:36.433-05:00
1775952696443141600,0.3141416015625,1.6168911387538594,0.7193897631674286,-0.07017883871109493,-3.1189559129996134,0.08977319419130449,-0.6851964178549047,0.2272883145661845,2026-04-11T19:11:36.443-05:00
