time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1773148797314319000,-39.31268090820313,129.87724642093758,-1,-1,30.28147696892163,156.32785944278817,-1,16.971130381084553,30.451977721909714,-97.73230743146095,-1
1773148836723649000,0.09664892578125,129.87724642093758,-1,-1,30.28147696892163,156.32785944278817,-1,16.971130381084553,30.451977721909714,-97.73230743146095,-1
1773148836726825000,0.099824951171875,129.87724642093758,-1,-1,30.28147696989243,156.32785944278817,-1,18.976451475759365,30.456199367814847,-97.73230743014567,-1
1773148836993587000,0.3665869140625,129.8811011725245,-1,-1,30.281476969829093,156.33171419437508,-1,18.977210882342085,30.456199368236597,-97.73230743022205,-1
1773148842705471000,6.078470947265625,129.87724642093758,-1,-1,30.281476969931813,156.32785944278817,-1,17.91341339533169,30.456724162069143,-97.73230743008858,-1
1773148842971380000,6.3443798828125,129.87724642093758,-1,-1,30.281476969932093,156.32785944278817,-1,17.933957174309054,30.4567244203529,-97.73230743008821,-1
1773148848710015000,12.083014892578126,129.87724642093758,-1,-1,30.281476969971752,156.32785944278817,-1,17.647012640911054,30.45720223351686,-97.73230743003668,-1
1773148848982664200,12.355664306640625,129.87724642093758,-1,-1,30.281476969971855,156.32785944278817,-1,17.64825234671068,30.457202332091533,-97.73230743003656,-1
1773148854710011000,18.083010986328127,129.87724642093758,-1,-1,30.281476969988667,156.32785944278817,-1,17.877503924868023,30.457830550074597,-97.73230743001469,-1
1773148854994719000,18.367718994140624,129.87724642093758,-1,-1,30.28147696998872,156.32785944278817,-1,17.872524082911553,30.457830661951462,-97.73230743001461,-1
1773148860709853200,24.082853271484375,129.87724642093758,-1,-1,30.281476969995367,156.32785944278817,-1,17.726480681797344,30.458357239651676,-97.73230743000596,-1
1773148861005093000,24.378093017578124,129.87724642093758,-1,-1,30.281476969995378,156.32785944278817,-1,17.74189212336558,30.45835738754515,-97.73230743000592,-1
1773148866713298000,30.0862978515625,129.87724642093758,-1,-1,30.28147696999805,156.32785944278817,-1,17.622948156022975,30.458838275293036,-97.73230743000246,-1
1773148867014545000,30.387544921875,129.87724642093758,-1,-1,30.281476969998064,156.32785944278817,-1,17.64691704347531,30.458838545344356,-97.73230743000246,-1
1773148872709497900,36.08249780273437,129.87724642093758,-1,-1,30.28147696999919,156.32785944278817,-1,17.878447171927853,30.459467475387324,-97.73230743000097,-1
1773148873028339000,36.4013388671875,129.87724642093758,-1,-1,30.28147696999919,156.32785944278817,-1,17.90677136646234,30.459467885128838,-97.73230743000096,-1
1773148878710783000,42.08378295898437,129.87724642093758,-1,-1,30.28147696999965,156.32785944278817,-1,17.71930214551719,30.4599768453946,-97.7323074300004,-1
1773148879047711700,42.42071166992187,129.87724642093758,-1,-1,30.28147696999966,156.32785944278817,-1,17.752744266207127,30.459977319888782,-97.7323074300004,-1
1773148884709894000,48.082893798828124,129.87724642093758,-1,-1,30.281476969999844,156.32785944278817,-1,17.629061711547838,30.460459038854854,-97.73230743000016,-1
1773148885056640300,48.42964013671875,129.87724642093758,-1,-1,30.281476969999837,156.32785944278817,-1,17.655452738577914,30.460459352337107,-97.73230743000016,-1
