time,seconds_elapsed,z,y,x
1773148836895959300,0.268959228515625,-0.97412109375,-0.2179412841796875,-0.0122222900390625
1773148836905996300,0.278996337890625,-1.0579833984375,-0.190704345703125,0.00103759765625
1773148836916033500,0.289033447265625,-1.1116180419921875,-0.1605987548828125,0.016845703125
1773148836926069500,0.299069580078125,-1.104736328125,-0.1266326904296875,0.025665283203125
1773148836936106500,0.3091064453125,-1.1045989990234375,-0.1144256591796875,0.019805908203125
1773148836946143500,0.3191435546875,-1.0523681640625,-0.167938232421875,0.036102294921875
1773148836956180200,0.32918017578125,-1.0342559814453125,-0.2111358642578125,0.0544281005859375
1773148836966217500,0.339217529296875,-1.038238525390625,-0.217193603515625,0.050048828125
1773148836976253400,0.34925341796875,-1.0894927978515625,-0.205230712890625,0.008453369140625
1773148836986290400,0.35929052734375,-1.1759796142578125,-0.203338623046875,-0.022186279296875
1773148836996327400,0.369327392578125,-1.143798828125,-0.214630126953125,-0.0281829833984375
1773148837006364400,0.379364501953125,-1.054595947265625,-0.2257080078125,-0.0277252197265625
1773148837016401400,0.3894013671875,-0.9411163330078125,-0.2277069091796875,-0.0322113037109375
1773148837026437600,0.399437744140625,-0.89569091796875,-0.2259063720703125,-0.056396484375
1773148837036474400,0.409474365234375,-0.8840789794921875,-0.2214508056640625,-0.0833282470703125
1773148837046511400,0.419511474609375,-0.8965911865234375,-0.2042694091796875,-0.1329345703125
1773148837056548400,0.42954833984375,-0.89312744140625,-0.18218994140625,-0.1689453125
1773148837066585300,0.43958544921875,-0.8595123291015625,-0.15399169921875,-0.16656494140625
1773148837076621300,0.449621337890625,-0.78143310546875,-0.11871337890625,-0.15399169921875
1773148837086658600,0.459658447265625,-0.6522369384765625,-0.0801239013671875,-0.111053466796875
1773148837096695300,0.4696953125,-0.7297515869140625,-0.0639495849609375,-0.116455078125
1773148837106732300,0.479732177734375,-0.853363037109375,-0.0711822509765625,-0.161346435546875
1773148837116769300,0.489769287109375,-0.834930419921875,-0.0886688232421875,-0.0953369140625
1773148837126805200,0.49980517578125,-0.7999420166015625,-0.110504150390625,0.0346221923828125
1773148837136842500,0.509842529296875,-0.736083984375,-0.13409423828125,0.1908416748046875
1773148837146879500,0.51987939453125,-0.6697845458984375,-0.1609039306640625,0.3366241455078125
1773148837156916500,0.52991650390625,-0.990966796875,-0.1311798095703125,0.45709228515625
1773148837166953200,0.539953125,-1.040069580078125,0.115325927734375,0.623077392578125
1773148837176990500,0.549990478515625,-0.983184814453125,0.1898193359375,0.6436004638671875
1773148837187026400,0.5600263671875,-0.9184417724609375,0.1791534423828125,0.5538787841796875
1773148837197063400,0.5700634765625,-0.822021484375,0.11126708984375,0.4687042236328125
1773148837207100400,0.580100341796875,-0.8955230712890625,-0.0119476318359375,0.3984832763671875
1773148837217137400,0.590137451171875,-1.0852813720703125,-0.1412506103515625,0.30157470703125
1773148837227174400,0.60017431640625,-0.8094940185546875,-0.13787841796875,0.465087890625
1773148837237210600,0.610210693359375,-0.6779022216796875,-0.1488189697265625,0.797332763671875
1773148837247247400,0.620247314453125,-0.6616363525390625,-0.2739410400390625,0.8678741455078125
1773148837257284400,0.630284423828125,-0.7252197265625,-0.315155029296875,0.7843017578125
1773148837267321300,0.6403212890625,-0.7760772705078125,-0.2365264892578125,0.7394561767578125
1773148837277358300,0.6503583984375,-0.696746826171875,-0.13800048828125,0.768951416015625
1773148837287394300,0.660394287109375,-0.738555908203125,-0.0303192138671875,0.6973419189453125
1773148837297431600,0.670431640625,-0.9122772216796875,0.06475830078125,0.6252288818359375
1773148837307468300,0.68046826171875,-1.101715087890625,-0.0658111572265625,0.2469329833984375
1773148837317505300,0.69050537109375,-1.10791015625,0.030120849609375,0.212432861328125
1773148837327542300,0.700542236328125,-0.8030548095703125,0.224273681640625,0.2913360595703125
1773148837337579500,0.71057958984375,-0.6392669677734375,0.409454345703125,0.580108642578125
1773148837347615500,0.720615478515625,-0.559539794921875,0.1351165771484375,0.4508514404296875
1773148837357652500,0.730652587890625,-0.4510040283203125,0.056365966796875,0.4335174560546875
1773148837367689500,0.740689453125,-0.502471923828125,0.077423095703125,0.56024169921875
1773148837377726200,0.750726318359375,-0.660125732421875,0.0535736083984375,0.606475830078125
1773148837387763500,0.760763427734375,-0.715606689453125,0.0337982177734375,0.5703277587890625
1773148837397799400,0.77079931640625,-0.6540069580078125,0.0045166015625,0.5829315185546875
1773148837407836400,0.78083642578125,-0.69970703125,-0.0119171142578125,0.4990386962890625
1773148837417873400,0.790873291015625,-0.629638671875,0.02679443359375,0.3028106689453125
1773148837427910400,0.800910400390625,-0.6279449462890625,0.0501708984375,0.2386932373046875
1773148837437947400,0.810947509765625,-0.7914581298828125,0.0539398193359375,0.268463134765625
1773148837447983600,0.820983642578125,-0.9036102294921875,0.1810302734375,0.2971954345703125
1773148837458020400,0.831020263671875,-0.759429931640625,0.433074951171875,0.2226409912109375
1773148837468057300,0.841057373046875,-0.677703857421875,0.6862640380859375,0.0548095703125
