time,seconds_elapsed,activity
1773148836722000000,0.094999755859375,unknown
1773148836941000000,0.314,unknown
1773148844339000000,7.712,unknown
1773148848825000000,12.198,unknown
1773148852049000000,15.422,unknown
1773148854921000000,18.294,unknown
1773148882888000000,46.261,unknown
