time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1772548031991286000,-3.6607138671875,129.9060036789909,-1,-1,30.281410209980802,156.3566167008415,-1,16.397807611391436,30,-97.7323989800235,-1
1772548035729115100,0.077115234375,129.9060036789909,-1,-1,30.281410209980802,156.3566167008415,-1,16.397807611391436,30,-97.7323989800235,-1
1772548035735609000,0.083609130859375,129.9060036789909,-1,-1,30.281410209988287,156.3566167008415,-1,16.71140523325815,30,-97.73239898001437,-1
1772548035801853000,0.14985302734375,129.90976497049482,-1,-1,30.281410209940585,156.3603779923454,-1,16.71189610789206,30.000000000183938,-97.73239898007255,-1
1772548041691314000,6.03931396484375,129.9060036789909,-1,-1,30.281410209974833,156.3566167008415,-1,17.399849603794056,30,-97.7323989800308,-1
1772548041790294300,6.138294189453125,129.9060036789909,-1,-1,30.28141020997484,156.3566167008415,-1,17.40116811357287,30,-97.7323989800308,-1
1772548047696690200,12.044690185546875,129.9060036789909,-1,-1,30.2814102099893,156.3566167008415,-1,17.370631961800846,30,-97.73239898001319,-1
1772548047797875000,12.145875,129.9060036789909,-1,-1,30.281410209989307,156.3566167008415,-1,17.372107016551627,30,-97.73239898001319,-1
1772548053699835000,18.0478349609375,129.9060036789909,-1,-1,30.28141020999557,156.3566167008415,-1,17.551049647075658,30,-97.73239898000551,-1
1772548053808940800,18.15694091796875,129.9060036789909,-1,-1,30.281410209995578,156.3566167008415,-1,17.55445913343862,30,-97.7323989800055,-1
1772548059699443000,24.04744287109375,129.9060036789909,-1,-1,30.281410209998192,156.3566167008415,-1,17.56678940897729,30,-97.73239898000233,-1
1772548059821506000,24.169506103515626,129.9060036789909,-1,-1,30.281410209998192,156.3566167008415,-1,17.56803518817936,30,-97.73239898000234,-1
1772548065698207000,30.04620703125,129.9060036789909,-1,-1,30.28141020999931,156.3566167008415,-1,17.847710589149543,30,-97.73239898000101,-1
1772548065841489000,30.189489013671874,129.9060036789909,-1,-1,30.28141020999932,156.3566167008415,-1,17.853772180884175,30,-97.73239898000101,-1
1772548071697161000,36.04516088867187,129.9060036789909,-1,-1,30.281410209999745,156.3566167008415,-1,17.628071016417483,30,-97.73239898000051,-1
1772548071858463000,36.206462890625,129.9060036789909,-1,-1,30.281410209999745,156.3566167008415,-1,17.633609769389317,30,-97.73239898000051,-1
1772548077697600000,42.04560009765625,129.9060036789909,-1,-1,30.281410209999915,156.3566167008415,-1,17.8210928321497,30,-97.73239898000031,-1
1772548077871039700,42.219039794921876,129.9060036789909,-1,-1,30.281410209999915,156.3566167008415,-1,17.818402187026585,30,-97.73239898000033,-1
1772548083697170000,48.045169921875,129.9060036789909,-1,-1,30.281410209999986,156.3566167008415,-1,17.859889867645773,30,-97.73239898000023,-1
1772548083879462000,48.2274619140625,129.9060036789909,-1,-1,30.281410209999986,156.3566167008415,-1,17.865373884535355,30,-97.73239898000024,-1
1772548089696587000,54.0445869140625,129.9060036789909,-1,-1,30.28141021000001,156.3566167008415,-1,17.626868065406047,30,-97.7323989800002,-1
1772548089887361000,54.23536108398437,129.9060036789909,-1,-1,30.281410210000004,156.3566167008415,-1,17.635428881967492,30,-97.7323989800002,-1
