absolute_timestamp,gyro_x,gyro_y,gyro_z
1775859193428,-0.001,-0.009,-0.005
1775859193447,-0.001,-0.010,-0.003
1775859193467,-0.004,-0.010,-0.004
1775859193487,-0.005,-0.009,-0.005
1775859193507,-0.007,-0.008,-0.004
1775859193526,-0.007,-0.004,-0.004
1775859193546,-0.007,-0.005,-0.005
1775859193566,-0.007,-0.011,-0.005
1775859193586,-0.005,-0.013,-0.004
1775859193606,-0.004,-0.012,-0.003
1775859193625,-0.002,-0.010,-0.004
1775859193645,-0.001,-0.003,-0.003
1775859193665,0.002,0.002,-0.005
1775859193685,0.002,0.004,-0.010
1775859193704,0.002,0.003,-0.005
1775859193724,0.001,0.004,0.004
1775859193744,0.000,0.005,0.000
1775859193764,0.000,0.001,-0.005
1775859193783,0.002,0.001,-0.005
1775859193803,0.004,0.005,-0.001
1775859193823,0.000,0.005,-0.001
1775859193843,-0.005,0.001,-0.004
1775859193863,-0.006,-0.001,-0.004
1775859193882,-0.005,-0.002,-0.004
1775859193902,-0.004,-0.001,0.000
1775859193922,-0.005,0.002,0.001
1775859193942,-0.004,0.003,-0.001
1775859193961,-0.003,0.003,-0.002
1775859193981,0.000,0.003,0.000
1775859194001,0.002,0.000,0.003
1775859194021,0.002,0.000,0.002
1775859194040,0.001,0.000,0.000
1775859194060,0.003,0.000,0.000
1775859194080,0.004,0.002,0.000
1775859194100,0.005,0.002,-0.000
1775859194120,0.009,0.000,-0.000
1775859194139,0.011,0.000,0.001
1775859194159,0.012,0.000,0.002
1775859194179,0.011,0.000,0.002
1775859194199,0.010,0.001,0.004
1775859194218,0.011,0.005,0.005
1775859194238,0.011,0.006,0.006
1775859194258,0.008,0.008,0.007
1775859194278,0.007,0.008,0.006
1775859194298,0.007,0.006,0.008
1775859194317,0.007,0.005,0.008
1775859194337,0.007,0.005,0.005
1775859194357,0.008,0.003,0.009
1775859194377,0.007,0.008,0.018
1775859194396,0.002,0.014,0.014
1775859194416,0.001,0.013,0.008
1775859194436,0.000,0.011,0.005
1775859194456,0.002,0.011,0.008
1775859194475,0.000,0.009,0.008
1775859194495,-0.002,0.007,0.006
1775859194515,-0.002,0.004,0.005
1775859194535,-0.003,0.002,0.004
1775859194555,-0.002,0.002,0.008
1775859194574,-0.001,0.004,0.008
1775859194594,-0.000,0.004,0.007
1775859194614,-0.001,0.005,0.005
1775859194634,-0.002,0.005,0.004
1775859194653,-0.001,0.005,0.005
1775859194673,-0.000,0.004,0.004
1775859194693,0.000,0.003,0.003
1775859194713,0.000,0.002,0.004
1775859194732,0.000,0.003,0.003
1775859194752,0.001,0.003,0.001
1775859194772,0.002,0.001,0.001
1775859194792,0.002,-0.000,0.001
1775859194812,0.001,-0.000,0.000
1775859194831,0.000,-0.001,-0.000
1775859194851,0.000,0.000,-0.001
1775859194871,0.001,0.001,-0.000
1775859194891,0.002,0.001,0.000
1775859194910,0.002,0.001,0.000
1775859194930,0.001,0.000,0.000
1775859194950,0.002,0.000,0.001
1775859194970,0.004,-0.001,-0.002
1775859194989,0.000,-0.003,-0.005
1775859195009,0.001,-0.001,0.005
1775859195029,0.001,0.004,0.006
1775859195049,0.001,0.006,0.000
1775859195068,0.001,0.006,-0.003
1775859195088,0.001,0.005,-0.001
1775859195108,0.003,0.001,0.002
1775859195128,0.001,-0.002,0.001
1775859195148,-0.001,-0.003,0.000
1775859195167,-0.002,-0.001,-0.000
1775859195187,-0.000,0.001,0.000
1775859195207,0.001,0.003,0.003
1775859195227,0.000,0.003,0.001
1775859195246,0.000,0.000,-0.000
1775859195266,0.001,-0.001,-0.002
1775859195286,0.005,-0.002,0.000
1775859195306,0.004,-0.000,0.000
1775859195325,0.003,-0.000,-0.001
1775859195345,0.001,-0.001,-0.003
1775859195365,0.000,-0.002,-0.003
1775859195385,0.001,-0.002,-0.001
1775859195405,0.002,-0.002,-0.000
1775859195424,0.000,-0.001,-0.000
1775859195444,-0.000,0.000,0.000
1775859195464,0.000,0.002,-0.000
1775859195484,0.001,0.002,-0.000
1775859195503,0.002,0.002,0.001
1775859195523,0.003,0.004,0.002
1775859195543,0.004,0.005,0.002
1775859195563,0.003,0.004,0.001
1775859195582,0.002,0.003,0.001
1775859195602,0.001,0.003,0.002
1775859195622,0.003,0.001,-0.001
1775859195642,0.002,-0.001,-0.004
1775859195661,0.002,-0.000,0.006
1775859195681,0.002,0.003,0.007
1775859195701,0.002,0.003,0.000
1775859195721,-0.001,0.002,-0.004
1775859195741,-0.001,0.004,-0.002
1775859195760,0.002,0.002,-0.000
1775859195780,0.003,-0.001,-0.001
1775859195800,0.002,-0.002,-0.001
1775859195820,0.001,-0.001,-0.002
1775859195839,0.001,-0.000,-0.002
1775859195859,0.001,0.001,0.000
1775859195879,0.003,0.005,0.001
1775859195899,0.006,0.005,0.000
1775859195919,0.005,0.004,0.001
1775859195938,0.005,0.004,0.002
1775859195958,0.005,0.004,0.002
1775859195978,0.004,0.003,0.002
1775859195998,0.004,0.003,0.002
1775859196017,0.002,0.004,0.001
1775859196037,0.001,0.004,0.002
1775859196057,0.000,0.004,0.001
1775859196077,0.000,0.002,0.001
1775859196096,0.000,0.002,0.001
1775859196116,-0.001,0.003,0.001
1775859196136,-0.001,0.004,0.001
1775859196156,-0.001,0.004,0.001
1775859196175,0.000,0.003,0.002
1775859196195,0.000,0.003,0.005
1775859196215,0.000,0.003,0.005
1775859196235,-0.000,0.004,0.005
1775859196255,-0.001,0.004,0.006
1775859196274,-0.002,0.006,0.008
1775859196294,-0.003,0.006,0.004
1775859196314,-0.007,0.002,-0.000
1775859196334,-0.008,0.001,0.007
1775859196353,-0.006,0.003,0.004
1775859196373,-0.006,0.000,-0.003
1775859196393,-0.008,-0.003,-0.007
1775859196413,-0.006,-0.005,-0.008
1775859196432,-0.002,-0.006,-0.008
1775859196452,0.000,-0.008,-0.009
1775859196472,0.001,-0.009,-0.007
1775859196492,0.002,-0.011,-0.008
1775859196512,0.003,-0.010,-0.004
1775859196531,0.002,-0.006,0.000
1775859196551,0.003,-0.002,0.000
1775859196571,0.005,0.000,0.000
1775859196591,0.005,0.002,0.001
1775859196610,0.003,0.002,0.002
1775859196630,0.002,0.001,0.001
1775859196650,0.002,-0.000,0.001
1775859196670,-0.000,0.001,0.001
1775859196689,0.000,0.002,0.001
1775859196709,-0.001,0.001,0.001
1775859196729,0.000,-0.000,0.001
1775859196749,-0.001,-0.000,0.001
1775859196769,-0.001,0.000,0.001
1775859196788,0.000,0.001,0.000
1775859196808,-0.001,0.001,0.001
1775859196828,-0.003,0.002,0.002
1775859196848,-0.004,0.002,0.001
1775859196867,-0.003,-0.000,0.001
1775859196887,-0.001,0.000,0.003
1775859196907,-0.003,0.001,0.002
1775859196927,-0.005,0.000,0.003
1775859196946,-0.004,0.003,0.003
1775859196966,-0.004,0.001,-0.000
1775859196986,-0.004,-0.000,0.002
1775859197006,-0.005,0.001,0.009
1775859197025,-0.005,0.003,0.003
1775859197045,-0.005,0.002,-0.002
1775859197065,-0.004,0.003,-0.002
1775859197085,-0.002,0.004,0.000
1775859197105,-0.003,0.003,0.001
1775859197124,-0.003,-0.002,0.000
1775859197144,-0.001,-0.003,0.000
1775859197164,-0.001,-0.003,-0.000
1775859197184,-0.002,-0.002,0.001
1775859197203,-0.000,0.001,0.004
1775859197223,0.001,0.004,0.003
1775859197243,0.001,0.005,0.002
1775859197263,0.000,0.005,0.001
1775859197282,-0.000,0.004,0.002
1775859197302,-0.001,0.002,0.001
1775859197322,-0.000,0.000,0.000
1775859197342,-0.001,0.000,-0.000
1775859197361,-0.002,0.000,0.000
1775859197381,-0.003,0.001,-0.000
1775859197401,-0.002,0.000,-0.001
1775859197421,-0.001,0.002,-0.001
1775859197440,-0.002,0.001,-0.002
1775859197460,-0.000,0.000,-0.003
1775859197480,0.000,-0.002,-0.002
1775859197500,0.001,-0.003,-0.001
1775859197520,0.003,-0.001,0.001
1775859197539,0.003,0.001,0.002
1775859197559,0.003,0.003,0.001
1775859197579,0.003,0.003,0.001
1775859197599,0.003,0.003,0.003
1775859197618,0.002,0.001,0.001
1775859197638,0.000,-0.002,-0.001
1775859197658,0.000,-0.000,0.007
1775859197678,-0.002,0.003,0.005
1775859197697,-0.003,0.002,-0.000
1775859197717,-0.003,0.001,-0.002
1775859197737,-0.002,0.001,0.000
1775859197757,0.000,-0.002,0.002
1775859197776,0.001,-0.007,0.002
1775859197796,0.000,-0.005,0.002
1775859197816,-0.003,-0.004,-0.000
1775859197836,-0.003,-0.004,0.001
1775859197856,-0.002,-0.001,0.003
1775859197875,-0.001,0.000,0.002
1775859197895,-0.001,0.000,0.001
1775859197915,-0.003,-0.000,0.002
1775859197935,-0.004,-0.000,0.002
1775859197954,-0.005,-0.001,0.001
1775859197974,-0.004,-0.002,0.000
1775859197994,-0.002,-0.002,0.000
