time,seconds_elapsed,magneticBearing
1773522019546601500,0.0886015625,343.79989673140705
1773522019556639500,0.098639404296875,342.86551688002976
1773522019566677500,0.108677490234375,341.4508056041421
1773522019576715500,0.118715576171875,338.29649428604085
1773522019586754600,0.128754638671875,337.12051296109735
1773522019596792600,0.13879248046875,337.13112072255177
1773522019606830600,0.14883056640625,336.02320354988115
1773522019616869400,0.158869384765625,334.7924168811782
1773522019626907600,0.16890771484375,333.17336678946924
1773522019636945400,0.1789453125,330.3309640697283
1773522019646984700,0.188984619140625,327.48318387010704
1773522019657022500,0.1990224609375,324.7511289824786
1773522019667060700,0.209060791015625,322.23616043936465
1773522019677098500,0.219098388671875,320.64076600059394
1773522019687137500,0.229137451171875,318.95147770094627
1773522019697175600,0.239175537109375,319.0181162102514
1773522019707213600,0.249213623046875,319.57231128716126
1773522019717252600,0.259252685546875,320.5309971115199
1773522019727290600,0.26929052734375,322.2283207933898
1773522019737328600,0.27932861328125,324.12377137191663
1773522019747366400,0.289366455078125,325.9827146135759
1773522019757405400,0.299405517578125,327.5514027838009
1773522019767443700,0.309443603515625,329.1517740501287
1773522019777481500,0.3194814453125,330.6418149198617
1773522019787520800,0.329520751953125,331.4562890830457
1773522019797558500,0.33955859375,332.6366057744812
1773522019807596500,0.349596435546875,334.55110832565947
1773522019817635600,0.359635498046875,336.6701847055259
1773522019827673300,0.36967333984375,338.11645544841645
1773522019837711600,0.379711669921875,339.056574329697
1773522019847749400,0.389749267578125,339.0629674369217
1773522019857788700,0.39978857421875,339.75748408402296
1773522019867826400,0.409826416015625,339.8059858017435
1773522019877864700,0.41986474609375,340.05480100216016
1773522019887903500,0.429903564453125,339.98559696192683
1773522019897941500,0.43994140625,339.0652656555161
1773522019907979500,0.4499794921875,338.99197254748907
1773522019918017500,0.460017578125,338.8734733093452
1773522019928056600,0.470056640625,338.1913433069799
1773522019938094600,0.480094482421875,338.3482500791201
1773522019948132600,0.490132568359375,338.7243838676805
1773522019958171600,0.500171630859375,339.3839298496221
1773522019968209400,0.51020947265625,340.4312023644507
1773522019978247700,0.52024755859375,341.75816977556053
1773522019988286500,0.530286376953125,342.50711579527416
1773522019998324700,0.54032470703125,344.06149006701213
1773522020008362500,0.550362548828125,345.53890243749174
1773522020018400500,0.560400390625,347.1998811027176
1773522020028439600,0.570439453125,349.1777068078223
1773522020038477300,0.580477294921875,350.45442738995087
1773522020048515600,0.590515625,351.94658272938267
1773522020058554600,0.6005546875,352.884119930315
1773522020068592600,0.610592529296875,353.1416738811804
1773522020078630400,0.62063037109375,353.09783348896974
1773522020088669400,0.63066943359375,353.4250551034033
1773522020098707500,0.64070751953125,352.71275798177743
1773522020108745500,0.650745361328125,352.8992276484698
1773522020118784500,0.660784423828125,353.1605567091009
1773522020128822500,0.670822509765625,352.96666727951896
1773522020138860500,0.680860595703125,353.22168931051067
1773522020148898600,0.690898681640625,353.1119910358912
1773522020158937300,0.700937255859375,353.0822395455016
1773522020168976000,0.710975830078125,353.17746473437427
1773522020179014000,0.721013916015625,353.83339784974373
1773522020189053000,0.731052978515625,355.0633669534825
1773522020199091000,0.741091064453125,356.03067882481133
1773522020209129000,0.75112890625,358.0166803061474
