time,seconds_elapsed,relativeAltitude,pressure
1773522018966716400,-0.49128369140625,0,987.1282958984375
1773522019970450200,0.5124501953125,0.0819091796875,987.1186828613281
1773522020974293200,1.516293212890625,0.1611785888671875,987.1092224121094
1773522021978359300,2.520359375,0.1638336181640625,987.1090698242188
1773522022982062300,3.524062255859375,0.1876068115234375,987.1062469482422
1773522023985788400,4.527788330078125,0.203460693359375,987.1041870117188
1773522024533318400,5.075318359375,0.203460693359375,987.1041870117188
1773522025537209300,6.079209228515625,0.1955413818359375,987.1053314208984
1773522026541023200,7.083023193359375,0.177032470703125,987.1074676513672
1773522027545335300,8.087335205078125,0.15325927734375,987.1100616455078
1773522028548711400,9.09071142578125,0.1241912841796875,987.1134948730469
1773522029552552200,10.09455224609375,0.0924835205078125,987.1173858642578
1773522030556384300,11.09838427734375,0.0819091796875,987.1186828613281
1773522031560181200,12.10218115234375,0.0739898681640625,987.1195983886719
1773522032564025000,13.106025146484376,0.0819091796875,987.1186828613281
1773522033567841300,14.10984130859375,0.084564208984375,987.1182250976562
1773522034571673000,15.113673095703126,0.0872039794921875,987.117919921875
1773522035575516200,16.11751611328125,0.0872039794921875,987.117919921875
1773522036579356200,17.121356201171874,0.07135009765625,987.1197509765625
1773522037583195100,18.125195068359375,0.050201416015625,987.1224975585938
1773522038587083300,19.129083251953126,0.039642333984375,987.1234893798828
1773522039590927400,20.13292724609375,0,987.1281433105469
1773522040594738200,21.13673828125,-0.023773193359375,987.1310424804688
1773522041598588200,22.140588134765625,-0.023773193359375,987.1310424804688
1773522042602456300,23.144456298828125,-0.013214111328125,987.1298980712891
1773522043606310100,24.14831005859375,-0.0026397705078125,987.1286010742188
1773522044610161400,25.152161376953124,0.0026397705078125,987.1279907226562
1773522045614005200,26.156005126953126,0.0370025634765625,987.1240997314453
1773522046617812200,27.159812255859375,0.0554962158203125,987.1218109130859
1773522047621649200,28.163649169921875,0.058135986328125,987.1214294433594
1773522048625492200,29.1674921875,0.0554962158203125,987.1218109130859
1773522049629375200,30.171375244140624,0.050201416015625,987.1224212646484
1773522050633207300,31.175207275390626,0.0422821044921875,987.1233367919922
1773522051637030400,32.17903051757813,0,987.1282196044922
1773522052641160200,33.18316015625,-0.044921875,987.1334075927734
1773522053644655000,34.18665502929687,-0.076629638671875,987.1372222900391
1773522054648516000,35.19051611328125,-0.1347503662109375,987.1441650390625
1773522055652323300,36.1943232421875,-0.1876068115234375,987.1504211425781
1773522056656210200,37.19821020507813,-0.2457275390625,987.1572875976562
1773522057660018200,38.20201806640625,-0.2932891845703125,987.1627807617188
1773522058663831300,39.20583129882812,-0.3514251708984375,987.1696472167969
1773522059667673300,40.20967333984375,-0.39898681640625,987.17529296875
1773522060671448300,41.2134482421875,-0.43597412109375,987.1794891357422
1773522061675633200,42.21763305664062,-0.43597412109375,987.1794891357422
1773522062679131400,43.22113134765625,-0.4201202392578125,987.1776580810547
1773522063682914300,44.22491430664063,-0.3778533935546875,987.1726989746094
1773522064686783200,45.228783203125,-0.3197174072265625,987.1659851074219
1773522065690553000,46.23255297851563,-0.258941650390625,987.1585845947266
1773522066694624300,47.23662426757812,-0.2008056640625,987.1519470214844
1773522067698409200,48.2404091796875,-0.1479644775390625,987.1457672119141
1773522068702282200,49.2442822265625,-0.132110595703125,987.1437072753906
1773522069705878300,50.24787817382813,-0.1109771728515625,987.1412658691406
1773522070709691400,51.25169140625,-0.1109771728515625,987.1412658691406
1773522071713517300,52.25551733398437,-0.1294708251953125,987.1434783935547
1773522072717347000,53.25934716796875,-0.1532440185546875,987.1462249755859
1773522073721135000,54.26313500976563,-0.169097900390625,987.1481323242188
1773522074724933000,55.26693310546875,-0.2061004638671875,987.1525573730469
1773522075728787200,56.270787109375,-0.2061004638671875,987.1525573730469
1773522076732648200,57.274648193359376,-0.195526123046875,987.1513366699219
1773522077736618200,58.2786181640625,-0.1876068115234375,987.1504211425781
1773522078740274200,59.28227416992188,-0.169097900390625,987.1482849121094
1773522079744160300,60.28616015625,-0.140045166015625,987.1446990966797
1773522080747908400,61.289908447265624,-0.1162567138671875,987.1417999267578
