time,seconds_elapsed,batteryLevel,batteryState,lowPowerMode
1773522020462000000,1.004000244140625,0.30000001192092896,unplugged,false
1773522021462000000,2.004000244140625,0.30000001192092896,unplugged,false
1773522022465000000,3.007,0.30000001192092896,unplugged,false
1773522023480000000,4.022,0.30000001192092896,unplugged,false
1773522024481000000,5.023,0.30000001192092896,unplugged,false
1773522025481000000,6.023,0.30000001192092896,unplugged,false
1773522026482000000,7.023999755859375,0.30000001192092896,unplugged,false
1773522027482000000,8.023999755859375,0.30000001192092896,unplugged,false
1773522028483000000,9.025,0.30000001192092896,unplugged,false
1773522029483000000,10.025,0.30000001192092896,unplugged,false
1773522030484000000,11.026,0.30000001192092896,unplugged,false
1773522031501000000,12.043,0.30000001192092896,unplugged,false
1773522032502000000,13.044000244140625,0.30000001192092896,unplugged,false
1773522033519000000,14.061,0.30000001192092896,unplugged,false
1773522034519000000,15.061,0.30000001192092896,unplugged,false
1773522035519000000,16.061,0.30000001192092896,unplugged,false
1773522036520000000,17.062,0.30000001192092896,unplugged,false
1773522037521000000,18.063,0.30000001192092896,unplugged,false
1773522038521000000,19.063,0.30000001192092896,unplugged,false
1773522039521000000,20.063,0.30000001192092896,unplugged,false
1773522040522000000,21.063999755859374,0.30000001192092896,unplugged,false
1773522041539000000,22.081,0.30000001192092896,unplugged,false
1773522042540000000,23.082,0.30000001192092896,unplugged,false
1773522043557000000,24.099,0.30000001192092896,unplugged,false
1773522044558000000,25.100000244140624,0.30000001192092896,unplugged,false
1773522045558000000,26.100000244140624,0.30000001192092896,unplugged,false
1773522046558000000,27.100000244140624,0.30000001192092896,unplugged,false
1773522047559000000,28.101,0.30000001192092896,unplugged,false
1773522048576000000,29.118,0.30000001192092896,unplugged,false
1773522049577000000,30.119,0.30000001192092896,unplugged,false
1773522050577000000,31.119,0.30000001192092896,unplugged,false
1773522051580000000,32.122,0.30000001192092896,unplugged,false
1773522052595000000,33.137,0.30000001192092896,unplugged,false
1773522053595000000,34.137,0.30000001192092896,unplugged,false
1773522054596000000,35.138,0.30000001192092896,unplugged,false
1773522055596000000,36.138,0.30000001192092896,unplugged,false
1773522056597000000,37.139,0.30000001192092896,unplugged,false
1773522057598000000,38.14000024414062,0.30000001192092896,unplugged,false
1773522058598000000,39.14000024414062,0.30000001192092896,unplugged,false
1773522059600000000,40.142,0.30000001192092896,unplugged,false
1773522060616000000,41.158,0.30000001192092896,unplugged,false
1773522061616000000,42.158,0.30000001192092896,unplugged,false
1773522062617000000,43.159,0.30000001192092896,unplugged,false
1773522063617000000,44.159,0.30000001192092896,unplugged,false
1773522064618000000,45.159999755859374,0.30000001192092896,unplugged,false
1773522065618000000,46.159999755859374,0.30000001192092896,unplugged,false
1773522066619000000,47.161,0.30000001192092896,unplugged,false
1773522067619000000,48.161,0.30000001192092896,unplugged,false
1773522068620000000,49.162,0.30000001192092896,unplugged,false
1773522069637000000,50.179,0.30000001192092896,unplugged,false
1773522070638000000,51.18000024414062,0.30000001192092896,unplugged,false
1773522071639000000,52.181,0.30000001192092896,unplugged,false
1773522072656000000,53.198,0.30000001192092896,unplugged,false
1773522073672000000,54.214,0.30000001192092896,unplugged,false
1773522074673000000,55.215,0.30000001192092896,unplugged,false
1773522075676000000,56.218,0.30000001192092896,unplugged,false
1773522076674000000,57.21599975585937,0.30000001192092896,unplugged,false
1773522077678000000,58.22000024414063,0.30000001192092896,unplugged,false
1773522078691000000,59.233,0.30000001192092896,unplugged,false
1773522079693000000,60.235,0.30000001192092896,unplugged,false
1773522080693000000,61.235,0.30000001192092896,unplugged,false
1773522081697000000,62.239,0.30000001192092896,unplugged,false
1773522082710000000,63.252000244140625,0.30000001192092896,unplugged,false
1773522083711000000,64.253,0.30000001192092896,unplugged,false
