time,seconds_elapsed,z,y,x
1773522019546601500,0.0886015625,-0.2675631046295166,1.241603970527649,0.5969332456588745
1773522019556639500,0.098639404296875,-0.19193200767040253,1.6454867124557495,0.48094215989112854
1773522019566677500,0.108677490234375,0.07389378547668457,1.5062144994735718,0.15986865758895874
1773522019576715500,0.118715576171875,0.14264382421970367,0.8893163204193115,-0.22855471074581146
1773522019586754600,0.128754638671875,-0.0465567484498024,0.32249146699905396,-0.5847342014312744
1773522019596792600,0.13879248046875,-0.12323927879333496,0.37501832842826843,-0.9113909006118774
1773522019606830600,0.14883056640625,0.12183337658643723,1.4346991777420044,-0.9754836559295654
1773522019616869400,0.158869384765625,0.5704098343849182,2.3656885623931885,-1.094383716583252
1773522019626907600,0.16890771484375,1.2260332107543945,2.866072654724121,-1.1455609798431396
1773522019636945400,0.1789453125,1.9040793180465698,2.62801194190979,-1.276452898979187
1773522019646984700,0.188984619140625,2.1817455291748047,2.30110502243042,-1.3864152431488037
1773522019657022500,0.1990224609375,1.8327600955963135,2.4976494312286377,-1.3069531917572021
1773522019667060700,0.209060791015625,1.1895017623901367,2.456220865249634,-1.1057004928588867
1773522019677098500,0.219098388671875,0.6680508255958557,2.0119435787200928,-0.9654114842414856
1773522019687137500,0.229137451171875,0.40860068798065186,0.9921524524688721,-0.9245388507843018
1773522019697175600,0.239175537109375,0.2954608201980591,-0.18176254630088806,-0.8345447778701782
1773522019707213600,0.249213623046875,0.22664283215999603,-1.2374175786972046,-0.623565673828125
1773522019717252600,0.259252685546875,0.1413513720035553,-2.128002166748047,-0.3800904452800751
1773522019727290600,0.26929052734375,0.003062749281525612,-2.6677584648132324,-0.14838308095932007
1773522019737328600,0.27932861328125,-0.1751551777124405,-2.4980194568634033,0.07795604318380356
1773522019747366400,0.289366455078125,-0.3001250922679901,-2.045579195022583,0.2463379055261612
1773522019757405400,0.299405517578125,-0.36433523893356323,-1.7368096113204956,0.3090636134147644
1773522019767443700,0.309443603515625,-0.41590121388435364,-1.4676158428192139,0.2854388356208801
1773522019777481500,0.3194814453125,-0.46896231174468994,-1.1275073289871216,0.2764890193939209
1773522019787520800,0.329520751953125,-0.5246977210044861,-1.1036367416381836,0.2051430344581604
1773522019797558500,0.33955859375,-0.6311311721801758,-1.552525281906128,-0.1328139752149582
1773522019807596500,0.349596435546875,-0.8497952222824097,-1.362432837486267,-0.44651973247528076
1773522019817635600,0.359635498046875,-1.0494086742401123,-0.6671976447105408,-0.5961225032806396
1773522019827673300,0.36967333984375,-1.1816837787628174,0.014639786444604397,-0.7645357251167297
1773522019837711600,0.379711669921875,-1.236835241317749,0.5735334157943726,-0.9554782509803772
1773522019847749400,0.389749267578125,-1.254772424697876,0.9423974752426147,-1.1392604112625122
1773522019857788700,0.39978857421875,-1.181179404258728,1.0715945959091187,-1.2033826112747192
1773522019867826400,0.409826416015625,-0.9684224724769592,1.0317312479019165,-1.1075048446655273
1773522019877864700,0.41986474609375,-0.6957278251647949,0.9476267695426941,-0.8652970790863037
1773522019887903500,0.429903564453125,-0.4067130386829376,0.7818745374679565,-0.5071754455566406
1773522019897941500,0.43994140625,-0.1767008751630783,0.5465547442436218,-0.09742973744869232
1773522019907979500,0.4499794921875,-0.03611530736088753,0.2712489068508148,0.2832540273666382
1773522019918017500,0.460017578125,-0.0037746792659163475,0.024386649951338768,0.5664466023445129
1773522019928056600,0.470056640625,-0.013550053350627422,-0.3032556176185608,0.7239113450050354
1773522019938094600,0.480094482421875,0.001674705184996128,-0.7746191620826721,0.8124963641166687
1773522019948132600,0.490132568359375,0.057599227875471115,-1.1956202983856201,0.8741239309310913
1773522019958171600,0.500171630859375,0.1065201684832573,-1.4550812244415283,0.9205172657966614
1773522019968209400,0.51020947265625,0.0959729552268982,-1.525917410850525,0.949406623840332
1773522019978247700,0.52024755859375,-0.02505333349108696,-1.516426920890808,0.9152377247810364
1773522019988286500,0.530286376953125,-0.22948262095451355,-1.4275305271148682,0.8208677172660828
1773522019998324700,0.54032470703125,-0.4559653103351593,-1.3272963762283325,0.7108427286148071
1773522020008362500,0.550362548828125,-0.6253049969673157,-1.317275047302246,0.610475480556488
1773522020018400500,0.560400390625,-0.7025800943374634,-1.3030924797058105,0.5370955467224121
1773522020028439600,0.570439453125,-0.6830248832702637,-1.2097296714782715,0.47896677255630493
1773522020038477300,0.580477294921875,-0.6225979924201965,-1.045451045036316,0.4138042628765106
1773522020048515600,0.590515625,-0.5555066466331482,-0.7608441114425659,0.30847057700157166
1773522020058554600,0.6005546875,-0.49087220430374146,-0.35276076197624207,0.12029162794351578
1773522020068592600,0.610592529296875,-0.39837154746055603,0.11960000544786453,-0.06687892228364944
1773522020078630400,0.62063037109375,-0.2988974153995514,0.4055883586406708,-0.20369136333465576
1773522020088669400,0.63066943359375,-0.24102477729320526,0.358465313911438,-0.26705172657966614
1773522020098707500,0.64070751953125,-0.2502928674221039,0.15501390397548676,-0.2109687179327011
1773522020108745500,0.650745361328125,-0.3237215578556061,-0.0055065033957362175,-0.03455638885498047
1773522020118784500,0.660784423828125,-0.4468775689601898,0.010624529793858528,0.19489172101020813
1773522020128822500,0.670822509765625,-0.5461902618408203,0.12609802186489105,0.37264880537986755
1773522020138860500,0.680860595703125,-0.5545645952224731,0.1712750792503357,0.4455967843532562
1773522020148898600,0.690898681640625,-0.47197678685188293,0.0939120501279831,0.4474068880081177
1773522020158937300,0.700937255859375,-0.38885393738746643,-0.08357618749141693,0.4386565387248993
1773522020168976000,0.710975830078125,-0.34686464071273804,-0.30926334857940674,0.4289810359477997
1773522020179014000,0.721013916015625,-0.3577934503555298,-0.5654836297035217,0.3980731964111328
1773522020189053000,0.731052978515625,-0.39550602436065674,-0.791885495185852,0.35831183195114136
1773522020199091000,0.741091064453125,-0.4447113871574402,-0.8844359517097473,0.33522993326187134
1773522020209129000,0.75112890625,-0.5101861953735352,-0.842508852481842,0.31406912207603455
1773522020219168000,0.76116796875,-0.6006569862365723,-0.7427902221679688,0.29546481370925903
1773522020229205800,0.771205810546875,-0.6903789639472961,-0.687879741191864,0.27663692831993103
1773522020239244000,0.781244140625,-0.749871015548706,-0.7037441730499268,0.27006399631500244
1773522020249282800,0.79128271484375,-0.7471370100975037,-0.7592917084693909,0.28709906339645386
1773522020259321000,0.801321044921875,-0.6815638542175293,-0.840802788734436,0.32913467288017273
1773522020269358800,0.81135888671875,-0.6054890751838684,-0.9319872856140137,0.3902142643928528
1773522020279396900,0.82139697265625,-0.5544620752334595,-0.9545729756355286,0.44756197929382324
1773522020289436000,0.831435791015625,-0.5587383508682251,-0.9012911915779114,0.4698275029659271
1773522020299473700,0.8414736328125,-0.5813616514205933,-0.8101456165313721,0.4401457905769348
1773522020309512000,0.851511962890625,-0.5867236852645874,-0.8005249500274658,0.36206647753715515
1773522020319551000,0.861551025390625,-0.561430037021637,-0.8844273090362549,0.2765584886074066
1773522020329589000,0.871589111328125,-0.5152790546417236,-0.9822592735290527,0.23053985834121704
1773522020339626800,0.881626708984375,-0.4706021249294281,-0.9954917430877686,0.2389165610074997
1773522020349665800,0.891665771484375,-0.4832119047641754,-0.8997411727905273,0.2522551119327545
1773522020359703800,0.901703857421875,-0.5666791200637817,-0.6772010326385498,0.19741687178611755
1773522020369741800,0.911741943359375,-0.6852779388427734,-0.36443281173706055,0.07241924107074738
1773522020379780900,0.92178076171875,-0.7430386543273926,-0.11657451838254929,-0.11199800670146942
1773522020389819000,0.93181884765625,-0.7051680088043213,-0.040804192423820496,-0.3062772750854492
1773522020399857000,0.94185693359375,-0.6081530451774597,-0.1559363752603531,-0.4307984411716461
1773522020409896000,0.95189599609375,-0.5066514611244202,-0.30767109990119934,-0.42924854159355164
1773522020419933700,0.96193359375,-0.42581599950790405,-0.4504666030406952,-0.30994001030921936
1773522020429972000,0.971971923828125,-0.3440244197845459,-0.5429219007492065,-0.11344578117132187
1773522020440009700,0.982009765625,-0.25576886534690857,-0.5597538948059082,0.12182825803756714
1773522020450049000,0.992049072265625,-0.1806512176990509,-0.5306002497673035,0.3521301746368408
1773522020460086800,1.002086669921875,-0.13097606599330902,-0.4921215772628784,0.513442873954773
1773522020470125000,1.012125,-0.11855988949537277,-0.4312259256839752,0.5705012083053589
1773522020480163800,1.022163818359375,-0.12420579046010971,-0.39027929306030273,0.516839861869812
1773522020490201900,1.032201904296875,-0.1307462602853775,-0.4108954966068268,0.3866627514362335
1773522020500240000,1.042239990234375,-0.1437307596206665,-0.4523926079273224,0.2570669651031494
1773522020510279000,1.05227880859375,-0.18313650786876678,-0.49936747550964355,0.1921844780445099
1773522020520317000,1.06231689453125,-0.2759849727153778,-0.5510022044181824,0.1721721589565277
1773522020530355000,1.07235498046875,-0.3760383427143097,-0.595666229724884,0.16739346086978912
1773522020540393700,1.082393798828125,-0.43289467692375183,-0.5900728106498718,0.17400316894054413
1773522020550432000,1.092431884765625,-0.4311963617801666,-0.5212337970733643,0.18730485439300537
1773522020560469800,1.1024697265625,-0.3907591998577118,-0.4289904534816742,0.2018965780735016
1773522020570509000,1.112509033203125,-0.34188565611839294,-0.3135349452495575,0.20925462245941162
1773522020580546800,1.122546875,-0.29324570298194885,-0.16588981449604034,0.19719423353672028
1773522020590584800,1.132584716796875,-0.24730409681797028,-0.017593344673514366,0.17845219373703003
1773522020600623900,1.142623779296875,-0.2026308923959732,0.10371550917625427,0.1542467176914215
1773522020610662000,1.152661865234375,-0.1692655086517334,0.18622265756130219,0.1356211006641388
1773522020620700000,1.162699951171875,-0.17122533917427063,0.2144995629787445,0.12634877860546112
1773522020630737700,1.172737548828125,-0.20451955497264862,0.21165139973163605,0.11689361184835434
1773522020640777000,1.18277685546875,-0.2587398886680603,0.183465838432312,0.09053417295217514
1773522020650814700,1.192814697265625,-0.305367648601532,0.11291211098432541,0.05250908061861992
1773522020660853000,1.20285302734375,-0.337603360414505,0.009982803836464882,0.03729124739766121
1773522020670891800,1.212891845703125,-0.34196585416793823,-0.11730574071407318,0.0383223220705986
1773522020680929800,1.2229296875,-0.32134073972702026,-0.2587243914604187,0.04921891540288925
1773522020690967800,1.2329677734375,-0.2826085388660431,-0.38386809825897217,0.06863425672054291
1773522020701006800,1.2430068359375,-0.2263769805431366,-0.46967169642448425,0.10653476417064667
1773522020711044900,1.253044921875,-0.18420261144638062,-0.513222336769104,0.16227391362190247
1773522020721083000,1.263082763671875,-0.17945632338523865,-0.4545347988605499,0.21494272351264954
1773522020731121700,1.27312158203125,-0.21484044194221497,-0.31925392150878906,0.22933019697666168
1773522020741160000,1.283159912109375,-0.26085135340690613,-0.19474849104881287,0.19018599390983582
1773522020751197700,1.29319775390625,-0.28806960582733154,-0.08314388990402222,0.11816965043544769
1773522020761237000,1.303237060546875,-0.2827717661857605,0.015621835365891457,0.03581937775015831
1773522020771274800,1.313274658203125,-0.27103522419929504,0.08337772637605667,-0.03564094007015228
1773522020781313000,1.32331298828125,-0.2653485834598541,0.13295486569404602,-0.09458815306425095
1773522020791351800,1.333351806640625,-0.2563672661781311,0.1798475831747055,-0.13318583369255066
1773522020801389800,1.343389892578125,-0.23404493927955627,0.1933348923921585,-0.152361661195755
1773522020811427800,1.353427734375,-0.20550312101840973,0.1763146072626114,-0.14597755670547485
1773522020821467000,1.363466796875,-0.18614140152931213,0.1343328058719635,-0.11972518265247345
1773522020831505000,1.3735048828125,-0.1774618774652481,0.061823610216379166,-0.09956968575716019
1773522020841543000,1.38354296875,-0.1651087999343872,-0.01645042560994625,-0.09090668708086014
1773522020851581700,1.393581787109375,-0.1406250298023224,-0.07143546640872955,-0.06989523023366928
1773522020861620000,1.403619873046875,-0.10762633383274078,-0.08642107248306274,-0.0432116873562336
1773522020871657700,1.41365771484375,-0.083795927464962,-0.08707508444786072,-0.004480235278606415
1773522020881697000,1.423697021484375,-0.07025401294231415,-0.033218514174222946,0.033897511661052704
1773522020891734800,1.43373486328125,-0.07126382738351822,0.03734997659921646,0.039378900080919266
1773522020901773000,1.44377294921875,-0.07783997058868408,0.06588494777679443,0.005219596438109875
1773522020911811800,1.453811767578125,-0.07608895748853683,0.050998784601688385,-0.062443241477012634
1773522020921849900,1.463849853515625,-0.06360459327697754,0.017465855926275253,-0.14130716025829315
1773522020931887900,1.473887939453125,-0.03340325877070427,-0.01442489493638277,-0.19258998334407806
1773522020941926000,1.48392578125,0.006249879486858845,-0.053523559123277664,-0.2010820060968399
