version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,iPhone 13,1775952488275,2026-04-12_00-08-08,America/Chicago,ios,1.56,880fd7d9-1d2f-4bed-ab48-1991c109285c,Accelerometer|Gravity|Gyroscope|Orientation|Magnetometer|Compass|Barometer|Location|Pedometer|Activity|Annotation|MagnetometerUncalibrated|GyroscopeUncalibrated|AccelerometerUncalibrated,0|0|0|0|0|0|0|0|10|0||0|0|0,false,18.6.2
