time,seconds_elapsed,relativeAltitude,pressure,local_time
1775952515744081700,27.46908154296875,-0.3065185546875,995.6307983398438,2026-04-11T19:08:35.744-05:00
1775952516816373800,28.541373779296876,-0.401641845703125,995.6418609619141,2026-04-11T19:08:36.816-05:00
1775952517888583700,29.613583740234375,-0.401641845703125,995.6418609619141,2026-04-11T19:08:37.888-05:00
1775952518960808000,30.685807861328126,-0.4174957275390625,995.6436920166016,2026-04-11T19:08:38.960-05:00
1775952520033027600,31.758027587890624,-0.50732421875,995.654296875,2026-04-11T19:08:40.033-05:00
1775952521105271000,32.83027099609375,-0.50732421875,995.654296875,2026-04-11T19:08:41.105-05:00
1775952522177458000,33.9024580078125,-0.50732421875,995.654296875,2026-04-11T19:08:42.177-05:00
1775952523249653800,34.97465380859375,-0.57073974609375,995.6618499755859,2026-04-11T19:08:43.249-05:00
1775952524321828900,36.04682885742187,-0.57073974609375,995.6618499755859,2026-04-11T19:08:44.321-05:00
1775952525394119700,37.11911962890625,-0.5760345458984375,995.6623840332031,2026-04-11T19:08:45.394-05:00
1775952526466418000,38.19141796875,-0.5416717529296875,995.6584930419922,2026-04-11T19:08:46.466-05:00
1775952527538675700,39.26367578125,-0.5416717529296875,995.6584930419922,2026-04-11T19:08:47.538-05:00
1775952528610881000,40.335881103515625,-0.5363922119140625,995.6578826904297,2026-04-11T19:08:48.610-05:00
1775952529683021800,41.40802172851563,-0.502044677734375,995.6536865234375,2026-04-11T19:08:49.683-05:00
1775952530755184600,42.4801845703125,-0.502044677734375,995.6536865234375,2026-04-11T19:08:50.755-05:00
1775952531827363800,43.55236376953125,-0.4729766845703125,995.6504821777344,2026-04-11T19:08:51.827-05:00
1775952532899549000,44.624548828125,-0.465057373046875,995.6493377685547,2026-04-11T19:08:52.899-05:00
1775952533971744800,45.696744873046875,-0.465057373046875,995.6493377685547,2026-04-11T19:08:53.971-05:00
1775952535043916800,46.76891674804688,-0.433349609375,995.6456756591797,2026-04-11T19:08:55.043-05:00
1775952536116092700,47.8410927734375,-0.433349609375,995.6456756591797,2026-04-11T19:08:56.116-05:00
1775952537188268800,48.91326879882813,-0.433349609375,995.6456756591797,2026-04-11T19:08:57.188-05:00
1775952538260467700,49.9854677734375,-0.433349609375,995.6456756591797,2026-04-11T19:08:58.260-05:00
1775952539332630800,51.057630859375,-0.433349609375,995.6455230712891,2026-04-11T19:08:59.332-05:00
1775952540404808000,52.129807861328125,-0.433349609375,995.6455230712891,2026-04-11T19:09:00.404-05:00
1775952541476981800,53.20198168945313,-0.401641845703125,995.6418609619141,2026-04-11T19:09:01.476-05:00
1775952542549185800,54.274185791015626,-0.401641845703125,995.6418609619141,2026-04-11T19:09:02.549-05:00
1775952543621368600,55.34636865234375,-0.388427734375,995.6404113769531,2026-04-11T19:09:03.621-05:00
1775952544693605600,56.418605712890624,-0.3276519775390625,995.6330871582031,2026-04-11T19:09:04.693-05:00
1775952545765822700,57.49082275390625,-0.3276519775390625,995.6330871582031,2026-04-11T19:09:05.765-05:00
1775952546838033000,58.56303295898437,-0.311798095703125,995.6313323974609,2026-04-11T19:09:06.838-05:00
1775952547910232800,59.63523291015625,-0.27215576171875,995.6266784667969,2026-04-11T19:09:07.910-05:00
1775952548982460700,60.70746069335937,-0.27215576171875,995.6266784667969,2026-04-11T19:09:08.982-05:00
1775952550054689800,61.779689697265624,-0.2510223388671875,995.6242370605469,2026-04-11T19:09:10.054-05:00
1775952551126895600,62.8518955078125,-0.2510223388671875,995.6242370605469,2026-04-11T19:09:11.126-05:00
