time,seconds_elapsed,roll,rotationRateZ,quaternionY,rotationRateY,quaternionZ,quaternionW,yaw,devicelocation,accelerationZ,pitch,gravityX,gravityZ,quaternionX,rotationRateX,accelerationX,gravityY,accelerationY
1773522541752924000,0.322923828125,-1.2847056461408473,-0.2087807059288025,-0.5977088400312666,0.057834088802337646,-2.9184981519356855e-17,0.8004616571890844,0.05369421089546254,right,-0.6994514465332031,0.071750256017673,-9.383846612489222,-2.760353770640492,0.0447796020659353,0.28718286752700806,1.010850429534912,-0.7030261040359735,0.261352002620697
1773522541792924000,0.362923828125,-0.8136698453417847,-0.03849892318248749,-0.39839726258416397,0.1018163412809372,0.12252146298309441,0.9089517630212597,0.21898856396636696,right,-0.2970910668373108,-0.11358748523170167,-7.081666817948221,-6.692152536576986,-0.00864675074325288,0.4963252544403076,0.7823886275291443,1.1115191535782067,0.05695951730012894
1773522541832924000,0.402923828125,-0.3091357266293715,0.13178285956382751,-0.17145230658341673,0.14579859375953674,0.23654468342391322,0.954395929833942,0.4546745039382047,right,-0.04442191123962402,-0.19977834830115,-2.9241905801445243,-9.155981275188923,-0.061473349613343164,0.705467700958252,0.3647392988204956,1.9461505802728234,-0.04750955104827881
1773522541872924000,0.442923828125,0.06684872834141141,0.5759519934654236,0.008235921808316619,0.3088136613368988,0.31714493399706556,0.9449901582415717,0.6524752055392934,right,-0.01164102554321289,-0.14583810507397763,0.6481192595239729,-9.680876086908578,-0.0796546129239224,1.14165461063385,0.014470793306827545,1.4251194582439959,-0.03673003613948822
1773522541912924200,0.482924072265625,0.08364960068881339,0.770508348941803,0.02449535975772743,0.24414660036563873,0.332958099655331,0.940973398340124,0.6839064129866613,right,-0.022012770175933838,-0.08872207098855844,0.8161425609324127,-9.733923201963306,-0.055749491068582596,1.1456552743911743,0.014374688267707825,0.8689258374191821,-0.02077902853488922
1773522541952924000,0.522923828125,0.09337344926450969,0.800202488899231,0.036501062489833244,0.158540740609169,0.34736282507829236,0.9363397436278267,0.7124220320980998,right,-0.017208516597747803,-0.04151107647534401,0.9135624131336808,-9.755519532221555,-0.03570145374965022,1.0743190050125122,0.017583012580871582,0.40696825112774965,-0.0005265139043331146
1773522541992924000,0.562923828125,0.09815714811480811,0.7629830837249756,0.04547848318349005,0.09920071065425873,0.35993859709547144,0.9316849353945421,0.7374120088084338,right,-0.006777763366699219,-0.0015742769799410377,0.9610459757771342,-9.759433490794896,-0.018414593762500594,0.991843044757843,0.018884293735027313,0.015438950414472491,-0.0035141874104738235
1773522542032924000,0.602923828125,0.10061850667592018,0.6888399124145508,0.053301474806914106,0.07748320698738098,0.3714876692090735,0.9269042081107837,0.760566004501971,right,0.005594968795776367,0.035681557929690084,0.9844386879328638,-9.750839849972724,-0.0021187164252098813,0.9077569246292114,0.017256051301956177,-0.3498417212722823,-0.008544493466615677
1773522542072924000,0.642923828125,0.10068102860040379,0.6298908591270447,0.05845573105454525,0.026469629257917404,0.38104634026810796,0.9226528289232442,0.7801388970973814,right,0.004154980182647705,0.06288682954651498,0.9837273247931152,-9.737701551458239,0.009915269362416022,0.8083082437515259,0.01143375039100647,-0.6163021256331354,-0.02012544870376587
1773522542112924000,0.682923828125,0.1002091065499771,0.5709417462348938,0.06359356774784689,-0.02454395219683647,0.3904980598319806,0.9181423591904759,0.7997510754859274,right,0.0020337700843811035,0.09008810392796546,0.9770927090842276,-9.717884505832195,0.02194646949182713,0.7088595628738403,0.0062154605984687805,-0.8822674034208059,-0.03175690025091171
1773522542152924200,0.722924072265625,0.0990325697670615,0.5105661153793335,0.06689555489845748,-0.04441184550523758,0.3986263865295405,0.9141740479220277,0.8169981511662776,right,0.00547635555267334,0.10863243946644768,0.963874988657981,-9.701075994372367,0.030128965568124277,0.6058595180511475,0.007606960833072662,-1.0632256627913563,-0.028180301189422607
1773522542192924000,0.762923828125,0.09875081663562432,0.41450121998786926,0.07012250861329958,-0.048841457813978195,0.40444056078984325,0.9111198475936798,0.8293678195372234,right,0.010529100894927979,0.12452007479261416,0.9593550270155071,-9.68331412771046,0.0370301256949603,0.5349984765052795,0.015175096690654755,-1.217971038018912,-0.023714259266853333
1773522542232924000,0.802923828125,0.1000172893698499,0.18431851267814636,0.07747395582164036,-0.04492563754320145,0.4125298248096435,0.9062294789347801,0.8465241683503877,right,0.01711183786392212,0.15635006946827562,0.9672554248765111,-9.638619245937466,0.050645675120659976,0.4766440689563751,0.013808213174343109,-1.527030557449907,-0.03994685411453247
