time,seconds_elapsed,activity
1773522541506000000,0.075999755859375,walking
1773522542956000000,1.526,walking
1773522543266000000,1.835999755859375,walking
1773522545526000000,4.096000244140625,walking
1773522548097000000,6.667,walking
1773522550669000000,9.239,walking
1773522558373000000,16.943,walking
1773522563529000000,22.099,walking
1773522566084000000,24.654,walking
1773522571234000000,29.803999755859376,walking
