time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1773522536919468000,-4.510531982421875,161.75393656555573,-1,-1,32.90190387483904,189.60650614563386,-1,50.571381933817214,3.601414198743751,-96.83497862685286,-1
1773522541519008300,0.08900830078125,161.75393656555573,-1,-1,32.90190387483904,189.60650614563386,-1,50.571381933817214,3.601414198743751,-96.83497862685286,-1
1773522541568840000,0.13883984375,161.75393656555573,-1,-1,32.901903874833955,189.60650614563386,-1,52.77542986892465,3.589463164659968,-96.8349786268649,-1
1773522541571622000,0.141621826171875,161.75393656555573,-1,-1,32.901903874833955,189.60650614563386,-1,52.77543178271477,3.5928592262699985,-96.83497862686488,-1
1773522542006442000,0.57644189453125,161.75393656555573,-1,-1,32.90187776207847,189.60650614563386,-1,47.65666238352256,3.5928978382178873,-96.83503653210832,-1
1773522548077817000,6.647817138671875,161.75393656555573,-1,-1,32.90186144064442,189.60650614563386,-1,21.807898512391244,3.5587062219651533,-96.83505036090001,-1
1773522554500671700,13.070671630859374,161.75393656555573,-1,-1,32.901863288203245,189.60650614563386,-1,29.418517292085205,3.5969513464506755,-96.83504635659172,-1
1773522555704408000,14.274407958984375,161.75393656555573,-1,-1,32.901863302335194,189.60650614563386,-1,30.27113452134891,3.596959753643655,-96.83504632596285,-1
1773522557199244000,15.769244140625,161.75393656555573,-1,-1,32.90186324478564,189.60650614563386,-1,31.419471174863638,3.601218097188874,-96.83504658228098,-1
1773522557211893000,15.78189306640625,161.75393656555573,-1,-1,32.90186324478564,189.60650614563386,-1,31.41955480993279,3.6012329517719803,-96.83504658228098,-1
1773522557212910000,15.78291015625,161.75393656555573,-1,-1,32.90186324478564,189.60650614563386,-1,31.41955480993279,3.6015503771219843,-96.83504658228098,-1
1773522562120286000,20.690285888671873,161.75393656555573,-1,-1,32.901865249344205,189.60650614563386,-1,32.99960519115287,3.59719962013047,-96.83504221434629,-1
1773522563332543000,21.90254296875,161.75393656555573,-1,-1,32.90186526401054,189.60650614563386,-1,33.760446557881444,3.597213751310821,-96.83504218238834,-1
1773522577988860200,36.55886010742187,161.75393656555573,-1,-1,32.9018575720183,189.60650614563386,-1,20.08518317981908,3.6162209668213583,-96.8350431469689,-1
1773522580229606100,38.799606201171876,161.75393656555573,-1,-1,32.9018575432186,189.60650614563386,-1,22.27036457467894,3.6078751712925006,-96.83504327580833,-1
