time,seconds_elapsed,steps
1773521777537041700,15.785041748046876,10
1773521780106904600,18.354904541015625,10
1773521782676791600,20.92479150390625,10
1773521785246687700,23.494687744140624,10
1773521787816590300,26.06459033203125,10
1773521790386487600,28.634487548828126,10
1773521792956384800,31.204384765625,10
