time,seconds_elapsed,activity
1773521761838000000,0.086000244140625,walking
1773521761838000000,0.086000244140625,stationary
1773521762803000000,1.051,walking
1773521764738000000,2.985999755859375,walking
1773521765044000000,3.292,walking
1773521774360000000,12.608,walking
1773521777591000000,15.839,walking
1773521777903000000,16.151,walking
1773521780160000000,18.408,walking
1773521782729000000,20.977,walking
1773521784642000000,22.889999755859375,walking
1773521787871000000,26.119,walking
