time,seconds_elapsed,magneticBearing
1773521762044546800,0.292546875,8.733896381666147
1773521762054585600,0.302585693359375,8.186748926356529
1773521762064623900,0.312623779296875,8.017723030013393
1773521762074662700,0.32266259765625,8.629755371788729
1773521762084701700,0.33270166015625,8.575050549417819
1773521762094739700,0.34273974609375,8.286013961754113
1773521762104778800,0.35277880859375,7.521217683945034
1773521762114817800,0.36281787109375,7.755549144869509
1773521762124855800,0.372855712890625,8.238499510726754
1773521762134894800,0.382894775390625,8.289439283665455
1773521762144933600,0.39293359375,7.648271094745483
1773521762154972000,0.402971923828125,7.551185735100105
1773521762165010700,0.4130107421875,7.253054050259985
1773521762175049700,0.4230498046875,6.460615979203325
1773521762185087700,0.433087646484375,6.5560965662057775
1773521762195126800,0.443126708984375,5.251666912384483
1773521762205165600,0.45316552734375,4.3082631933950255
1773521762215203800,0.463203857421875,3.233625860644667
1773521762225243000,0.473242919921875,2.1798551937206345
1773521762235281700,0.48328173828125,0.6470993025482448
1773521762245320000,0.49331982421875,358.44360638901384
1773521762255358700,0.503358642578125,356.6123347670255
1773521762265397800,0.513397705078125,356.6123347670255
1773521762275435800,0.523435791015625,353.6440055090842
1773521762285474800,0.533474853515625,350.09801680356924
1773521762295513600,0.543513671875,345.8331987742032
1773521762305552000,0.5535517578125,341.0684123158503
1773521762315590700,0.563590576171875,336.0843373757819
1773521762325629700,0.573629638671875,330.3459772298777
1773521762335668000,0.58366796875,324.11617021172384
1773521762345706800,0.593706787109375,318.0536776191373
1773521762355745800,0.603745849609375,311.945094977533
1773521762365783800,0.61378369140625,306.8158440072346
1773521762375822800,0.62382275390625,302.9768507323567
1773521762385861600,0.633861572265625,301.17683068451447
1773521762395899600,0.643899658203125,300.3593477474522
1773521762405938700,0.653938720703125,300.45641451308563
1773521762415977700,0.663977783203125,300.8919994192638
1773521762426015700,0.674015625,301.1241884203139
1773521762436054800,0.6840546875,300.55806004171995
1773521762446093800,0.69409375,300.09950390963184
1773521762456131600,0.704131591796875,299.8577772546429
1773521762466171000,0.7141708984375,299.80510623585263
1773521762476209700,0.724209716796875,299.3016406551674
1773521762486247700,0.73424755859375,298.7447855536998
1773521762496286700,0.74428662109375,298.6388917666195
1773521762506325800,0.75432568359375,298.48488497407715
1773521762516363500,0.764363525390625,298.20439407733545
1773521762526402800,0.77440283203125,298.0455741237312
1773521762536441900,0.78444189453125,298.13772774769734
1773521762546479600,0.794479736328125,298.4997255506763
1773521762556519000,0.804518798828125,298.39623865331527
1773521762566557700,0.8145576171875,299.1532780370599
1773521762576595700,0.824595703125,300.069865583792
1773521762586634800,0.834634765625,301.1662732770361
1773521762596673800,0.844673828125,302.3978565453928
1773521762606711600,0.854711669921875,303.4694554657882
1773521762616750600,0.86475048828125,305.1205797348674
1773521762626790000,0.874789794921875,306.2302362229753
1773521762636828700,0.88482861328125,307.8907171148732
1773521762646866700,0.89486669921875,310.1065129979167
1773521762656905700,0.90490576171875,312.47343012638083
1773521762666944800,0.91494482421875,315.1817269755668
1773521762676982500,0.924982421875,318.27593518704856
1773521762687021800,0.935021728515625,321.8046875908139
1773521762697060900,0.945060791015625,325.5716545857537
1773521762707098600,0.9550986328125,329.13679767263875
1773521762717138000,0.965137939453125,332.6402990816229
1773521762727176700,0.9751767578125,335.8725468077266
1773521762737214700,0.985214599609375,338.7489966159614
1773521762747253800,0.995253662109375,341.3755701579684
1773521762757292800,1.005292724609375,343.96301084681625
1773521762767330600,1.01533056640625,346.3296874148872
1773521762777369900,1.025369873046875,348.6564181766767
1773521762787409000,1.035408935546875,350.8629803152676
1773521762797446700,1.04544677734375,352.6968291853786
1773521762807485700,1.055485595703125,354.210599920087
1773521762817524700,1.065524658203125,355.72289181260965
1773521762827562800,1.075562744140625,357.0390916809815
1773521762837601500,1.0856015625,358.2076073606137
1773521762847640800,1.095640869140625,359.2058362135391
1773521762857678600,1.1056787109375,0.17735801428128467
1773521762867717600,1.115717529296875,0.8307953254485696
1773521762877757000,1.1257568359375,1.4829554501455244
1773521762887794700,1.135794677734375,2.0172359033746345
1773521762897833700,1.145833740234375,2.331222630679976
1773521762907872800,1.155872802734375,2.3622975765526206
1773521762917910800,1.165910888671875,2.44233116214015
1773521762927949600,1.175949462890625,2.2553106073572744
1773521762937988000,1.185988037109375,1.877333284222342
1773521762948026000,1.196026123046875,1.6501265636678437
1773521762958065200,1.206065185546875,1.1265743696389938
1773521762968104200,1.216104248046875,0.6492604576652955
1773521762978143200,1.226143310546875,0.22175936679000496
1773521762988181000,1.236180908203125,359.8282219666759
1773521762998220300,1.24622021484375,359.4676321578735
1773521763008259000,1.256259033203125,359.1158661781012
1773521763018297000,1.266297119140625,358.8780993517832
1773521763028336000,1.276336181640625,358.80861716845726
1773521763038375200,1.286375244140625,358.56286899147307
1773521763048413000,1.296412841796875,358.71716657891403
1773521763058452200,1.3064521484375,358.7241034752746
1773521763068491300,1.3164912109375,358.8645808677739
1773521763078529000,1.326529052734375,359.11348091556295
1773521763088568300,1.336568359375,359.15086165494097
1773521763098607000,1.346607177734375,358.8319956361506
1773521763108645000,1.35664501953125,358.9617465949429
1773521763118684200,1.36668408203125,358.71402227301604
1773521763128723200,1.37672314453125,358.8252273124822
1773521763138761000,1.386760986328125,358.6791895783988
1773521763148800300,1.39680029296875,358.2721730126821
1773521763158839300,1.40683935546875,358.15031532767745
1773521763168877000,1.416876953125,357.9596983236786
1773521763178916000,1.426916015625,357.8458056280004
1773521763188955100,1.436955078125,357.5323549717936
1773521763198993200,1.4469931640625,357.18956948202083
1773521763209032000,1.457031982421875,356.71392648320705
1773521763219071200,1.4670712890625,356.1339996117727
1773521763229109000,1.47710888671875,355.73552616517827
1773521763239148000,1.48714794921875,354.9268974730793
1773521763249187300,1.497187255859375,354.2921388442204
1773521763259226000,1.50722607421875,353.88601532748197
1773521763269264100,1.51726416015625,353.48719600240753
1773521763279303200,1.52730322265625,353.24449722712603
1773521763289342200,1.53734228515625,352.9033167565662
1773521763299380000,1.5473798828125,352.6949595581971
1773521763309419300,1.557419189453125,352.57675145256445
1773521763319458300,1.567458251953125,352.28030111185063
1773521763329496000,1.57749609375,352.1254424264055
1773521763339535400,1.587535400390625,351.98648914046726
1773521763349574100,1.59757421875,351.73837714316755
1773521763359612200,1.607612060546875,351.66422852371375
1773521763369651200,1.617651123046875,351.48286292380584
1773521763379690200,1.627690185546875,351.1799399421085
1773521763389728000,1.63772802734375,351.048208184257
1773521763399767000,1.64776708984375,351.0532246156019
1773521763409806300,1.657806396484375,351.0533631093865
1773521763419844000,1.667843994140625,351.1295719981775
1773521763429883100,1.677883056640625,351.16592448025466
1773521763439922200,1.687922119140625,351.1165852317169
1773521763449960200,1.697960205078125,350.9637006631831
1773521763459999000,1.7079990234375,350.8447893267746
1773521763470038300,1.718038330078125,350.6176333231206
1773521763480076000,1.728075927734375,350.1543561845853
