time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1773521737211802000,-24.540197998046875,159.72393656555573,-1,-1,32.901870285206904,187.57650614563386,-1,27.87567045639824,3.2700098914111786,-96.83503655590383,-1
1773521761851503900,0.09950390625,159.72393656555573,-1,-1,32.901870285206904,187.57650614563386,-1,27.87567045639824,3.2700098914111786,-96.83503655590383,-1
1773521761871468000,0.119468017578125,159.72393656555573,-1,-1,32.90188088007731,187.57650614563386,-1,50.25083777508802,3.3255712289770964,-96.83504095057482,-1
1773521762245855000,0.49385498046875,159.72393656555573,-1,-1,32.901879341090485,187.57650614563386,-1,46.314385513064295,3.3297679654121204,-96.83504038700474,-1
1773521763452659200,1.7006591796875,159.72393656555573,-1,-1,32.90187934109048,187.57650614563386,-1,46.31438866490827,3.258952348462438,-96.83504038700474,-1
1773521769873317000,8.121317138671875,159.72393656555573,-1,-1,32.901756733330565,187.57650614563386,-1,22.687541368495594,3.259122098496464,-96.83501975286914,-1
1773521771081907000,9.329906982421875,159.72393656555573,-1,-1,32.9017538127019,187.57650614563386,-1,23.13015948664953,3.259133695313848,-96.83501665108422,-1
1773521777513381000,15.761381103515625,159.72393656555573,-1,-1,32.90175456056239,187.57650614563386,-1,30.027173003035763,3.3375195989107156,-96.83503682271754,-1
1773521778718207700,16.966207763671875,159.72393656555573,-1,-1,32.90175456364314,187.57650614563386,-1,30.493370266423053,3.296858917236643,-96.83503690581287,-1
1773521779281828900,17.529828857421876,159.72393656555573,-1,-1,32.9017545645358,187.57650614563386,-1,30.736870884793927,3.296874412821717,-96.83503692989014,-1
1773521779374019000,17.62201904296875,159.72393656555573,-1,-1,32.90175456453585,187.57650614563386,-1,30.736883562517544,3.316625545397586,-96.8350369298914,-1
1773521785340819700,23.58881982421875,159.72393656555573,-1,-1,32.90177730396775,187.57650614563386,-1,34.725270173065844,3.2660735099365072,-96.83501139591392,-1
1773521786550912800,24.798912841796874,159.72393656555573,-1,-1,32.90177747390009,187.57650614563386,-1,35.44666088540465,3.2660966242733713,-96.83501141439348,-1
1773521792962230000,31.21022998046875,159.72393656555573,-1,-1,32.901745113879606,187.57650614563386,-1,38.117485467128496,3.3440536527336007,-96.8349295600907,-1
1773521794160795000,32.408794921875,159.72393656555573,-1,-1,32.901744934673225,187.57650614563386,-1,38.73166253791201,3.3032206036772864,-96.8349291067902,-1
1773521800565527000,38.813527099609374,159.72393656555573,-1,-1,32.90177704852398,187.57650614563386,-1,38.99252634129856,3.3436344183849624,-96.83495211661035,-1
1773521801764216800,40.012216796875,159.72393656555573,-1,-1,32.90177725611206,187.57650614563386,-1,39.47660880003096,3.3028203212816516,-96.8349522653488,-1
1773521808180649000,46.42864892578125,159.72393656555573,-1,-1,32.901740804763406,187.57650614563386,-1,40.480787475667,3.3435225844989147,-96.8348723685223,-1
1773521809384828200,47.632828125,159.72393656555573,-1,-1,32.90174060984444,187.57650614563386,-1,40.89136905269327,3.3028170935031054,-96.83487194128415,-1
