absolute_timestamp,gyro_x,gyro_y,gyro_z
1775850908704,0.003,-0.005,-0.007
1775850908724,0.003,-0.006,-0.007
1775850908743,0.002,-0.005,-0.005
1775850908763,0.001,-0.004,-0.006
1775850908783,0.000,-0.004,-0.005
1775850908803,-0.002,-0.003,-0.004
1775850908822,-0.001,-0.002,-0.005
1775850908842,-0.002,-0.003,-0.007
1775850908862,-0.004,-0.003,-0.006
1775850908882,-0.004,-0.004,-0.005
1775850908902,-0.002,-0.007,-0.005
1775850908921,0.000,-0.009,-0.005
1775850908941,0.002,-0.010,-0.004
1775850908961,0.004,-0.008,-0.003
1775850908981,0.006,-0.005,-0.002
1775850909000,0.006,-0.003,-0.002
1775850909020,0.006,-0.001,-0.001
1775850909040,0.005,-0.001,-0.000
1775850909060,0.006,-0.001,0.000
1775850909079,0.005,-0.002,0.001
1775850909099,0.003,-0.002,0.001
1775850909119,0.000,-0.002,0.002
1775850909139,-0.001,-0.001,0.003
1775850909158,-0.001,-0.002,0.000
1775850909178,-0.000,-0.003,0.001
1775850909198,-0.001,-0.000,0.007
1775850909218,-0.001,0.000,0.005
1775850909237,0.000,-0.000,0.001
1775850909257,0.001,-0.000,0.000
1775850909277,0.000,0.000,0.001
1775850909297,0.001,-0.000,0.001
1775850909317,0.000,-0.005,0.000
1775850909336,0.000,-0.007,0.001
1775850909356,-0.001,-0.007,0.002
1775850909376,-0.002,-0.005,0.001
1775850909396,-0.004,-0.002,0.003
1775850909415,-0.006,0.000,0.003
1775850909435,-0.005,0.001,0.002
1775850909455,-0.006,0.000,0.001
1775850909475,-0.006,-0.000,0.001
1775850909494,-0.006,-0.001,0.002
1775850909514,-0.007,-0.003,0.001
1775850909534,-0.005,-0.002,0.001
1775850909554,-0.005,-0.001,0.002
1775850909573,-0.007,0.000,0.002
1775850909593,-0.008,0.001,0.001
1775850909613,-0.007,0.000,0.002
1775850909633,-0.007,0.001,0.001
1775850909652,-0.007,0.001,0.000
1775850909672,-0.008,0.001,0.000
1775850909692,-0.008,0.001,0.001
1775850909712,-0.009,0.001,0.002
1775850909732,-0.010,0.000,0.002
1775850909751,-0.009,0.001,0.004
1775850909771,-0.007,0.002,0.003
1775850909791,-0.006,0.000,-0.002
1775850909811,-0.007,-0.001,-0.003
1775850909830,-0.012,-0.000,0.001
1775850909850,-0.015,-0.003,-0.002
1775850909870,-0.014,-0.009,-0.004
1775850909890,-0.015,-0.012,-0.005
1775850909909,-0.014,-0.012,-0.003
1775850909929,-0.015,-0.014,-0.004
1775850909949,-0.018,-0.019,-0.007
1775850909969,-0.021,-0.025,-0.009
1775850909988,-0.023,-0.027,-0.010
1775850910008,-0.024,-0.031,-0.012
1775850910028,-0.027,-0.034,-0.014
1775850910048,-0.033,-0.037,-0.015
1775850910068,-0.036,-0.039,-0.016
1775850910087,-0.037,-0.043,-0.017
1775850910107,-0.035,-0.042,-0.016
1775850910127,-0.034,-0.034,-0.013
1775850910147,-0.034,-0.024,-0.011
1775850910166,-0.033,-0.015,-0.011
1775850910186,-0.033,-0.006,-0.010
1775850910206,-0.034,0.003,-0.008
1775850910226,-0.037,0.007,-0.008
1775850910245,-0.042,0.009,-0.012
1775850910265,-0.050,0.013,-0.013
1775850910285,-0.058,0.020,-0.010
1775850910305,-0.063,0.026,-0.007
1775850910324,-0.064,0.026,-0.005
1775850910344,-0.060,0.024,-0.006
1775850910364,-0.056,0.023,-0.004
1775850910384,-0.053,0.025,-0.000
1775850910403,-0.048,0.026,0.003
1775850910423,-0.041,0.025,0.007
1775850910443,-0.037,0.023,0.008
1775850910463,-0.032,0.022,0.014
1775850910483,-0.029,0.021,0.019
1775850910502,-0.024,0.021,0.019
1775850910522,-0.019,0.021,0.018
1775850910542,-0.013,0.022,0.015
1775850910562,-0.009,0.024,0.015
1775850910581,-0.010,0.024,0.008
1775850910601,-0.010,0.019,-0.001
1775850910621,-0.011,0.016,-0.007
1775850910641,-0.010,0.016,-0.009
1775850910660,-0.013,0.011,-0.013
1775850910680,-0.017,0.005,-0.015
1775850910700,-0.021,0.002,-0.016
1775850910720,-0.020,-0.003,-0.017
1775850910739,-0.019,-0.011,-0.019
1775850910759,-0.017,-0.014,-0.018
1775850910779,-0.013,-0.014,-0.018
1775850910799,-0.010,-0.018,-0.022
1775850910818,-0.013,-0.022,-0.028
1775850910838,-0.017,-0.027,-0.032
1775850910858,-0.017,-0.031,-0.034
1775850910878,-0.014,-0.038,-0.037
1775850910898,-0.011,-0.048,-0.040
1775850910917,-0.009,-0.057,-0.039
1775850910937,-0.010,-0.067,-0.039
1775850910957,-0.009,-0.077,-0.036
1775850910977,-0.006,-0.082,-0.031
1775850910996,-0.004,-0.080,-0.026
1775850911016,-0.004,-0.077,-0.021
1775850911036,-0.005,-0.075,-0.017
1775850911056,-0.008,-0.071,-0.011
1775850911075,-0.010,-0.067,-0.007
1775850911095,-0.011,-0.073,-0.012
1775850911115,-0.013,-0.081,-0.013
1775850911135,-0.022,-0.086,-0.015
1775850911154,-0.030,-0.097,-0.022
1775850911174,-0.034,-0.112,-0.029
1775850911194,-0.035,-0.121,-0.030
1775850911214,-0.034,-0.125,-0.029
1775850911233,-0.032,-0.125,-0.026
1775850911253,-0.032,-0.120,-0.025
1775850911273,-0.029,-0.113,-0.021
1775850911293,-0.028,-0.102,-0.016
1775850911312,-0.025,-0.087,-0.009
1775850911332,-0.025,-0.070,-0.003
1775850911352,-0.027,-0.055,0.000
1775850911372,-0.029,-0.045,0.003
1775850911392,-0.025,-0.036,0.005
1775850911411,-0.020,-0.027,0.004
1775850911431,-0.014,-0.022,0.003
1775850911451,-0.007,-0.019,0.001
1775850911471,-0.001,-0.016,0.000
